artifact_inventory_id,sample_index_row_id,assigned_split,final_leakage_group_id,artifact_role,source_field_name,artifact_path,artifact_path_is_relative,artifact_path_exists,artifact_is_regular_file,artifact_size_bytes,artifact_sha256,artifact_reference_preserved,artifact_inventory_passed,blocking_reasons
COVAPIE_FINAL_ARTIFACT_000039,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/pocket_atom_table.csv,True,True,True,49822,16e16364e689fda2d06a84a3ac794bb46d27938de991b968fa28b6da0a7f303f,True,True,
COVAPIE_FINAL_ARTIFACT_000040,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/covalent_event_table.csv,True,True,True,497,92fd91f65cb80f83cc05b6511ff5d8ca7c67988e0150df3445d1fff780a319cb,True,True,
COVAPIE_FINAL_ARTIFACT_000041,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/ligand_residue_atom_pair_table.csv,True,True,True,419,fea7bffe928500854fa367326098cc6564ae6fe6124275b1dc6b5638009056fb,True,True,
COVAPIE_FINAL_ARTIFACT_000042,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000043,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/protein_atom_table.csv,True,True,True,302954,f1462662c74b2f6a7af93a6d16e58bd58d954701673671847d12eea35bfc69a5,True,True,
COVAPIE_FINAL_ARTIFACT_000044,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/ligand_atom_table.csv,True,True,True,7900,3ea203e5ee078792c31edc83074629ba29dda72f6c4f7d90b0aad1246673e399,True,True,
COVAPIE_FINAL_ARTIFACT_000045,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/pocket_atom_table.csv,True,True,True,47886,82f2b7e0603d6c7fd07c54a45fd91b0b643932e78f56e10ba2627effd7e69a8a,True,True,
COVAPIE_FINAL_ARTIFACT_000046,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/covalent_event_table.csv,True,True,True,497,e02fd270854f92bc25e037c9a233e6c3de43cf8fdabd13e0a32f816d493b12a9,True,True,
COVAPIE_FINAL_ARTIFACT_000047,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/ligand_residue_atom_pair_table.csv,True,True,True,419,bf68477bccf748c347f4198f71fa95a65899f684a510b73d17ae9e566917bc5e,True,True,
COVAPIE_FINAL_ARTIFACT_000048,CYS_SG_SAMPLE_INDEX_000008,train,COVAPIE_LEAKAGE_GROUP_000004,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000049,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/protein_atom_table.csv,True,True,True,302955,0d6c295dff184942a9d73d0f8ed0b0649f611cbda732f6c6bb925292143c7b6a,True,True,
COVAPIE_FINAL_ARTIFACT_000050,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/ligand_atom_table.csv,True,True,True,8083,dfdaa3d37f81a79e51fee9e24434eca353ce922bda0c927fedb053566276bf49,True,True,
COVAPIE_FINAL_ARTIFACT_000051,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/pocket_atom_table.csv,True,True,True,46442,905e15f4f66cee2c177945c89d3cc53084224e69361fc29968d0b607f7c1ba71,True,True,
COVAPIE_FINAL_ARTIFACT_000052,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/covalent_event_table.csv,True,True,True,497,9a45d2dd5d7e127dc05ef6281034f524c6a9112f8c3c898258d07d5c64dc1756,True,True,
COVAPIE_FINAL_ARTIFACT_000053,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/ligand_residue_atom_pair_table.csv,True,True,True,419,5fb89da106edb0b89345267b70b0f92343ab4a5c32214579e17333950314516c,True,True,
COVAPIE_FINAL_ARTIFACT_000054,CYS_SG_SAMPLE_INDEX_000009,train,COVAPIE_LEAKAGE_GROUP_000004,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000055,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/protein_atom_table.csv,True,True,True,299016,ac42c756bc2b96779ee133614d2d513f0fe4a56bd92dd19d7c8bffedfad06a63,True,True,
COVAPIE_FINAL_ARTIFACT_000056,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/ligand_atom_table.csv,True,True,True,7437,f8f3a1b5b9143b797acc18724e83be2fb0b89876b66081a584e908b83ed0a67c,True,True,
COVAPIE_FINAL_ARTIFACT_000057,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/pocket_atom_table.csv,True,True,True,48165,2e5049958a9ebe29a8905c2d6e8b7a24bca4bbdbd742e13f9156319fb42b4ec8,True,True,
COVAPIE_FINAL_ARTIFACT_000058,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/covalent_event_table.csv,True,True,True,497,232b86af84dcade653b54d39f435763ddb21196c9f893973e60d4afdebe1f263,True,True,
COVAPIE_FINAL_ARTIFACT_000059,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/ligand_residue_atom_pair_table.csv,True,True,True,413,58148a7ea77024eee27f871d618d4e257d3649bfd6a420b2ea6d4050dbcffe8f,True,True,
COVAPIE_FINAL_ARTIFACT_000060,CYS_SG_SAMPLE_INDEX_000010,train,COVAPIE_LEAKAGE_GROUP_000004,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000061,CYS_SG_SAMPLE_INDEX_000011,test,COVAPIE_LEAKAGE_GROUP_000005,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/protein_atom_table.csv,True,True,True,421099,5d31eadb64f53fc584f4dd704d4bc241b6e5c9fc70b85ecba79f696e673b12bf,True,True,
COVAPIE_FINAL_ARTIFACT_000062,CYS_SG_SAMPLE_INDEX_000011,test,COVAPIE_LEAKAGE_GROUP_000005,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/ligand_atom_table.csv,True,True,True,4001,f33a8ebf2edda9cb63e2f81d10812f549bf57858e6ae2ffcbde6282a49c35e9e,True,True,
COVAPIE_FINAL_ARTIFACT_000063,CYS_SG_SAMPLE_INDEX_000011,test,COVAPIE_LEAKAGE_GROUP_000005,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/pocket_atom_table.csv,True,True,True,42344,0b076e502a8a0e31c1e136b40e347c8815b4d671dce0f74b987c5e536b423b0a,True,True,
COVAPIE_FINAL_ARTIFACT_000064,CYS_SG_SAMPLE_INDEX_000011,test,COVAPIE_LEAKAGE_GROUP_000005,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/covalent_event_table.csv,True,True,True,497,02667ad8fef7202de78d998a0f1b55c9626ed37736f31190f2021563398b8142,True,True,
