contract_id,contract_area,contract_statement,expected_value,observed_value,contract_passed
CONTEXT_001,context_routing,precedence,batch|evaluation_mapping|evaluation_key|download_result|stage_authorization,batch|evaluation_mapping|evaluation_key|download_result|stage_authorization,true
CONTEXT_002,context_routing,batch context,exact_none,exact_none,true
CONTEXT_003,context_routing,evaluation Mapping subclass,accepted,accepted,true
CONTEXT_004,context_routing,evaluation extra keys,ignored,ignored,true
CONTEXT_005,context_routing,required value,original_identity_single_lookup_no_prevalidation,original_identity_single_lookup_no_prevalidation,true
CONTEXT_006,context_routing,download result context,exact_none,exact_none,true
CONTEXT_007,context_routing,stage authorization context,exact_none,exact_none,true
CONTEXT_008,context_routing,candidate access before routing,false,false,true
CANDIDATE_001,candidate_projection,field,topology_restoration_disposition,topology_restoration_disposition,true
CANDIDATE_002,candidate_projection,Mapping subclasses,accepted,accepted,true
CANDIDATE_003,candidate_projection,extra fields,ignored,ignored,true
CANDIDATE_004,candidate_projection,non Mapping reason,ADMIT_008_CANDIDATE_RECORD_MAPPING_INVALID,ADMIT_008_CANDIDATE_RECORD_MAPPING_INVALID,true
CANDIDATE_005,candidate_projection,consumed context retained,true,true,true
MISSING_001,missing,only category,required_key_absent,required_key_absent,true
MISSING_002,missing,reason,topology_restoration_disposition_missing,topology_restoration_disposition_missing,true
FORWARD_001,forwarding,exact None,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,true
FORWARD_002,forwarding,exact built-in empty str,TOPOLOGY_RESTORATION_DISPOSITION_EMPTY,TOPOLOGY_RESTORATION_DISPOSITION_EMPTY,true
FORWARD_003,forwarding,empty str subclass,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,true
FORWARD_004,forwarding,whitespace malformed unknown and blocked,standalone_exact_reason,standalone_exact_reason,true
FORMAL_001,formal_evaluator,positional original objects,single_candidate_lookup_single_context_lookup_exact_once,single_candidate_lookup_single_context_lookup_exact_once,true
FORMAL_002,formal_evaluator,normalization,none,none,true
FORMAL_003,formal_evaluator,provider mapping,none,none,true
FORMAL_004,formal_evaluator,I/O,false,false,true
SOURCE_001,source_prevalidation,exact source type,required,required,true
SOURCE_002,source_prevalidation,source subclass,rejected,rejected,true
SOURCE_003,source_prevalidation,storage,exact_builtin_dict_exact10_key_order,exact_builtin_dict_exact10_key_order,true
SOURCE_004,source_prevalidation,dataclass fields,exact10_order,exact10_order,true
SOURCE_005,source_prevalidation,ordered reads and reconstruction,all_fields_before_oracle,all_fields_before_oracle,true
SOURCE_006,source_prevalidation,cross field invariants,committed_post_init,committed_post_init,true
SOURCE_007,source_prevalidation,failure adapter readiness,false,false,true
SOURCE_008,source_prevalidation,oracle after failure,false,false,true
ORACLE_001,semantic_oracle,identity,classify_admit_008_topology_restoration_disposition_design,classify_admit_008_topology_restoration_disposition_design,true
ORACLE_002,semantic_oracle,outcome view,classification.admit_008,classification.admit_008,true
ORACLE_003,semantic_oracle,original objects,exact_once,exact_once,true
ORACLE_004,semantic_oracle,complete Exact10 construction,required,required,true
ORACLE_005,semantic_oracle,complete Exact10 equality,required,required,true
PROJECTION_001,exact13,normalized from validated,true,true,true
PROJECTION_002,exact13,two passed passthrough,true,true,true
PROJECTION_003,exact13,two blocked passthrough,true,true,true
PROJECTION_004,exact13,blocked reasons distinct,true,true,true
PROJECTION_005,exact13,scalar invalid empty pair,true,true,true
PROJECTION_006,exact13,context invalid canonical retained,true,true,true
PROJECTION_007,exact13,partial result on failure,false,false,true
SAFETY_001,runtime_safety,candidate mutation,false,false,true
SAFETY_002,runtime_safety,evaluation context mutation,false,false,true
SAFETY_003,runtime_safety,public runtime metadata I/O,false,false,true
SAFETY_004,runtime_safety,pure in memory runtime,true,true,true
ISSUE_001,issues,authoritative predecessor,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,true
ISSUE_002,issues,coverage transition,admit_008_implemented_and_removed_from_open_coverage_scope,admit_008_implemented_and_removed_from_open_coverage_scope,true
ISSUE_003,issues,remaining coverage,ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,true
ISSUE_004,issues,topology enum,resolved,resolved,true
BOUNDARY_001,boundary,ADMIT_009 to ADMIT_015 registered,false,false,true
BOUNDARY_002,boundary,provider fields consumed,none,none,true
BOUNDARY_003,boundary,provider values,zero,zero,true
BOUNDARY_004,boundary,real candidate evaluation,excluded,excluded,true
BOUNDARY_005,boundary,download and training,excluded,excluded,true
BOUNDARY_006,boundary,ADMIT_009 implementation,excluded,excluded,true
