ligand_comp_id,ccd_source_relative_path,ccd_source_sha256,ccd_parser_contract_version,ccd_atom_id,ccd_type_symbol,ccd_formal_charge,ccd_heavy_atom_row_index_0based,component_parent_graph_sha256,authority_class,verified
JUG,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/JUG.cif,972c0753c75a01b663f52b2827a56318fb35ca425630c6f17d52a9ef54136c23,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CAI,C,0,11,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,sha_attested_local_ccd_derived_authority,true
JUG,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/JUG.cif,972c0753c75a01b663f52b2827a56318fb35ca425630c6f17d52a9ef54136c23,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,OAC,O,0,12,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C1,C,0,0,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O1,O,0,1,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O2,O,0,2,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C2,C,0,3,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C3,C,0,4,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O3,O,0,5,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C4,C,0,6,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O4,O,0,7,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N1,N,0,8,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C6,C,0,9,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C7,C,0,10,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C8,C,0,11,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C9,C,0,12,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C10,C,0,13,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C11,C,0,14,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O5,O,0,15,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N2,N,0,16,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C12,C,0,17,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C13,C,0,18,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C14,C,0,19,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C15,C,0,20,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N3,N,0,21,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C16,C,0,22,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N4,N,0,23,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
E64,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/E64.cif,12d4fc7fb6940e31d2164a5915e696bcb2aa1294d3369845f4f75dd92291130d,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N5,N,1,24,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C1,C,0,0,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O1,O,0,1,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O2,O,0,2,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C2,C,0,3,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C3,C,0,4,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C4,C,0,5,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C5,C,0,6,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C6,C,0,7,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C7,C,0,8,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C8,C,0,9,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N1,N,0,10,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CA1,C,0,11,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C,C,0,12,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,O,O,0,13,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CB1,C,0,14,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CG,C,0,15,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CD1,C,0,16,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CD2,C,0,17,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CE1,C,0,18,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CE2,C,0,19,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CZ,C,0,20,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,OH,O,0,21,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,N2,N,0,22,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CA2,C,0,23,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CT,C,0,24,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,OT,O,0,25,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CB2,C,0,26,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,CM,C,0,27,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
ZYA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/ZYA.cif,d82b2131da907d325252506ad316a93b3b8c16d5979536c5f3dfbac89f45cc3e,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,F1,F,0,28,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C1,C,0,0,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C2,C,0,1,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C3,C,0,2,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C4,C,0,3,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C5,C,0,4,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,covapie_current11_pre_reaction_graph_and_bond_order_authority_v1,C6,C,0,5,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
