source_path,BASE_SHA256,source_row_count,Current11_coverage,fields_actually_used,authority_class,verified
data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,13,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,18,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,13,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,33,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/ligand_atom_table.csv,a813b57350cfd2bfae664c7b0d7d92a0d5359b8b1274d39eae0a97a76f61bdfa,31,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/ligand_atom_table.csv,90c70d05a0a9c1026c90a6c85b9e1989afa8c51671fe084cbb7f063b9427616a,43,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/ligand_atom_table.csv,d6f3a76db2a5448141403007708682ed2278b6bd1137b3be65a95ea615912665,42,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/ligand_atom_table.csv,3ea203e5ee078792c31edc83074629ba29dda72f6c4f7d90b0aad1246673e399,42,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/ligand_atom_table.csv,dfdaa3d37f81a79e51fee9e24434eca353ce922bda0c927fedb053566276bf49,43,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/ligand_atom_table.csv,f8f3a1b5b9143b797acc18724e83be2fb0b89876b66081a584e908b83ed0a67c,40,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/ligand_atom_table.csv,f33a8ebf2edda9cb63e2f81d10812f549bf57858e6ae2ffcbde6282a49c35e9e,21,1/11,atom name; element; exact reactive-atom flag,BASE_tracked_sample_ligand_atom_row_authority,true
