contract_order,contract_id,contract_group,contract_subject,contract_value,contract_status
27,CONTRACT_027,routing,context_error,UNIFIED_ADMISSION_CONTEXT_ROUTING_INVALID|known_true|callable_true|adapter_ready_true,frozen
28,CONTRACT_028,candidate,mapping,isinstance_Mapping_subclasses_accepted_no_copy_iteration_or_mutation,frozen
29,CONTRACT_029,candidate,required_lookup,duplicate_identity_key_single_direct_getitem,frozen
30,CONTRACT_030,candidate,only_missing,required_key_absent_only,frozen
31,CONTRACT_031,candidate,non_mapping,ADMIT_009_CANDIDATE_RECORD_MAPPING_INVALID,frozen
32,CONTRACT_032,candidate,key_absent,duplicate_identity_key_missing,frozen
33,CONTRACT_033,candidate,adapter_invalid_calls,formal_0_oracle_0,frozen
34,CONTRACT_034,candidate,adapter_invalid_consumed_candidate,duplicate_identity_key,frozen
35,CONTRACT_035,candidate,adapter_invalid_consumed_context,duplicate_identity_key_contract|batch_duplicate_identity_keys,frozen
36,CONTRACT_036,forwarding,scalar_present_values,None|integer|empty|str_subclass|non_ascii|whitespace|malformed|canonical,frozen
37,CONTRACT_037,forwarding,batch_present_values,None|empty_tuple|arbitrary_original_object,frozen
38,CONTRACT_038,forwarding,policy_present_values,None|empty|str_subclass|whitespace|wrong_version|arbitrary_object,frozen
39,CONTRACT_039,forwarding,normalization,none_no_copy_sort_deduplicate_trim_repair_or_provider_mapping,frozen
40,CONTRACT_040,call,formal,exactly_once_positional_scalar_batch_policy,frozen
41,CONTRACT_041,call,formal_identity,three_original_objects,frozen
42,CONTRACT_042,call,oracle,exactly_once_after_source_validation_positional_scalar_batch_policy,frozen
43,CONTRACT_043,call,oracle_identity,same_three_original_objects,frozen
44,CONTRACT_044,source,exact_type,type_source_is_Admit009EvaluationResult_subclass_rejected,frozen
45,CONTRACT_045,source,fields,admission_rule_id|outcome|passed|blocks_candidate|reason|canonical_duplicate_identity_key|validated_candidate_fields|consumed_candidate_fields|consumed_context_items|evaluator_io_used,frozen
46,CONTRACT_046,source,storage,vars_available_exact_dict_exact10_key_order,frozen
47,CONTRACT_047,source,dataclass,exact10_field_order,frozen
48,CONTRACT_048,source,ordered_reads,all_exact10_fields,frozen
49,CONTRACT_049,source,reconstruction,committed_class_full_equality_and_post_init_invariants,frozen
50,CONTRACT_050,source,failure,adapter_not_ready_false_oracle_0_no_partial_exact13,frozen
51,CONTRACT_051,oracle,expected,committed_design_oracle_constructs_complete_Admit009EvaluationResult,frozen
52,CONTRACT_052,oracle,comparison,full_ordered_exact10_equality,frozen
53,CONTRACT_053,oracle,mismatch,adapter_not_ready_false_no_partial_exact13,frozen
54,CONTRACT_054,projection,fields,schema_version|admission_rule_id|admission_rule_name|outcome|passed|blocks_candidate|reason|normalized_values|validated_candidate_fields|consumed_candidate_fields|consumed_context_items|evaluator_io_used|adapter_id,frozen
55,CONTRACT_055,projection,schema_version,covapie_unified_admission_rule_evaluation_v1,frozen
56,CONTRACT_056,projection,rule_name,duplicate_identity_precheck,frozen
57,CONTRACT_057,projection,normalized_values,source.validated_candidate_fields,frozen
58,CONTRACT_058,projection,validated_candidate_fields,source.validated_candidate_fields,frozen
59,CONTRACT_059,projection,passed_blocked_invalid,source_field_passthrough,frozen
60,CONTRACT_060,projection,scalar_invalid,empty_pair_preserved,frozen
61,CONTRACT_061,projection,policy_invalid,canonical_pair_preserved,frozen
62,CONTRACT_062,projection,batch_invalid,canonical_pair_preserved,frozen
63,CONTRACT_063,projection,all_nonpassed,blocks_candidate_true,frozen
64,CONTRACT_064,projection,adapter_id,covapie_admit_009_unified_adapter_v1,frozen
65,CONTRACT_065,issues,authoritative,standalone_exact11_byte_identical_no_transition,frozen
66,CONTRACT_066,issues,semantics,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED_resolved,frozen
67,CONTRACT_067,issues,coverage,open_ADMIT_009_to_ADMIT_015,frozen
68,CONTRACT_068,provider,mapping,unvalidated,frozen
69,CONTRACT_069,provider,real_key_count,0,frozen
70,CONTRACT_070,provider,fields_consumed,none,frozen
71,CONTRACT_071,stop,runtime,handler_registry_exact9_not_implemented,frozen
72,CONTRACT_072,stop,later_scope,no_admit010_evaluate_all_rules_or_combined_verdict,frozen
73,CONTRACT_073,stop,operations,no_raw_network_download_checkpoint_model_or_training,frozen
74,CONTRACT_074,readiness,next_step,implement_covapie_unified_dispatch_runtime_with_admit_001_to_009_v1,frozen
75,CONTRACT_075,training,prerequisite,feature_semantics_audit_required_step12d_smoke_only,frozen
