sample_preparation_input_id,pdb_id,expected_het_id,atom_site_id,type_symbol,atom_name,ligand_comp_id,auth_asym_id,auth_seq_id,label_asym_id,label_seq_id,x,y,z,occupancy,altloc,model_num,is_covalent_ligand_atom,source_raw_file
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1677,C,C28,INP,A,300,B,,-25.222,-18.054,52.507,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1678,C,C29,INP,A,300,B,,-25.140,-19.244,51.660,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1679,C,C30,INP,A,300,B,,-25.249,-16.769,51.690,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1680,N,N31,INP,A,300,B,,-24.301,-16.098,54.922,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1681,C,C32,INP,A,300,B,,-24.853,-15.340,55.866,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1682,O,O33,INP,A,300,B,,-25.403,-15.839,56.832,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1683,O,O34,INP,A,300,B,,-24.716,-13.963,55.636,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1684,C,C35,INP,A,300,B,,-24.744,-13.117,56.805,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1685,C,C36,INP,A,300,B,,-25.683,-11.909,56.617,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1686,C,C37,INP,A,300,B,,-25.212,-10.603,56.856,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1687,C,C38,INP,A,300,B,,-26.095,-9.519,56.737,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1688,N,N39,INP,A,300,B,,-27.371,-9.727,56.396,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1689,C,C40,INP,A,300,B,,-27.846,-10.957,56.159,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1690,C,C41,INP,A,300,B,,-27.029,-12.077,56.260,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1691,O,O42,INP,A,300,B,,-22.659,-18.720,58.883,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
