blocking_row_identity,evidence_item,observed_value,required_value_or_rule,evidence_sufficient,evidence_source,failure_effect,verified
REAL_LOCATOR_BINDING_000002,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,auth/label locator consistent,false,auth and label locators identify one residue without conflict,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,quarantine,True
REAL_LOCATOR_BINDING_000002,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000002,contradiction,True
REAL_LOCATOR_BINDING_000003,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,contradiction,True
REAL_LOCATOR_BINDING_000003,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,contradiction,True
REAL_LOCATOR_BINDING_000003,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,auth/label locator consistent,false,auth and label locators identify one residue without conflict,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,quarantine,True
REAL_LOCATOR_BINDING_000003,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000003,contradiction,True
REAL_LOCATOR_BINDING_000004,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,contradiction,True
REAL_LOCATOR_BINDING_000004,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,contradiction,True
REAL_LOCATOR_BINDING_000004,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,quarantine,True
REAL_LOCATOR_BINDING_000004,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000004,contradiction,True
REAL_LOCATOR_BINDING_000005,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,contradiction,True
REAL_LOCATOR_BINDING_000005,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,contradiction,True
REAL_LOCATOR_BINDING_000005,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,quarantine,True
REAL_LOCATOR_BINDING_000005,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000005,contradiction,True
REAL_LOCATOR_BINDING_000006,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,contradiction,True
REAL_LOCATOR_BINDING_000006,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,contradiction,True
REAL_LOCATOR_BINDING_000006,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
REAL_LOCATOR_BINDING_000006,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,quarantine,True
