canonical_event_id,review_unit_id,raw_priority_rank,current_review_status,ligand_component_id,ccd_component_graph_sha256,ccd_heavy_atom_graph_sha256,ccd_heavy_atom_count,formal_charge_representation_json,formal_charge_representation_authoritative,ligand_reactive_atom,ligand_reactive_element,reactive_center_radius1_sha256,reactive_center_radius2_sha256,ccd_retained_heavy_atom_coverage_complete,explicit_cys_sg_endpoint_semantics,source_atom_id_namespace,positive_reference_event_count,shadow_status,strict_shadow_match,matching_positive_reference_event_ids_json,matching_positive_reference_components_json,shadow_mapping_status,reactive_preserving_isomorphism_count,distinct_role_assignment_count,machine_role_transfer_candidate_only_json,shadow_authoritative,shadow_model_usable,shadow_training_admitted
COVAPIE_CYS_SG_EVENT_V1:1F8M:D:CYS:191-:SG:L:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,30,CURRENTLY_UNREVIEWED,PYR,af16574b4629c4095d3c2999050d9d9f890cb47d3b14a04bd5a12bb967a04cb9,fae9d454d8f5cb8c76c65f4ca7014b23c1a79353d81b0d89b773800a6194e830,6,"[[""C"",0],[""CA"",0],[""CB"",0],[""O"",0],[""O3"",0],[""OXT"",0]]",false,CB,C,270399e12813ee583716a9b98b14a3a92b0ff33679d916e098ea8dd5a3862b15,a4ef2bdfced2cd00b0657a687d1f369c44fc79aef3f185422cfcd2c90519ac47,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:A:CYS:163-:SG:E:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,19,CURRENTLY_UNREVIEWED,CER,2dc979f921c33fe00916586e76e0cc897f81defcaaef06e719e7feb94d60d941,46a012d149cb5d0d7824a5f89b3ac55a276f791adce7bb1c85e7377e4af2d9b7,16,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""N1"",0],[""O1"",0],[""O2"",0],[""O3"",0]]",false,C2,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,e01635755dbe4532ec58885a669679fa2c7cc2fdca854d3d9aac5f2897fbde49,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:B:CYS:163-:SG:F:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,19,CURRENTLY_UNREVIEWED,CER,2dc979f921c33fe00916586e76e0cc897f81defcaaef06e719e7feb94d60d941,46a012d149cb5d0d7824a5f89b3ac55a276f791adce7bb1c85e7377e4af2d9b7,16,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""N1"",0],[""O1"",0],[""O2"",0],[""O3"",0]]",false,C2,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,e01635755dbe4532ec58885a669679fa2c7cc2fdca854d3d9aac5f2897fbde49,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:C:CYS:163-:SG:G:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,19,CURRENTLY_UNREVIEWED,CER,2dc979f921c33fe00916586e76e0cc897f81defcaaef06e719e7feb94d60d941,46a012d149cb5d0d7824a5f89b3ac55a276f791adce7bb1c85e7377e4af2d9b7,16,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""N1"",0],[""O1"",0],[""O2"",0],[""O3"",0]]",false,C2,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,e01635755dbe4532ec58885a669679fa2c7cc2fdca854d3d9aac5f2897fbde49,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:D:CYS:163-:SG:H:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,19,CURRENTLY_UNREVIEWED,CER,2dc979f921c33fe00916586e76e0cc897f81defcaaef06e719e7feb94d60d941,46a012d149cb5d0d7824a5f89b3ac55a276f791adce7bb1c85e7377e4af2d9b7,16,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""N1"",0],[""O1"",0],[""O2"",0],[""O3"",0]]",false,C2,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,e01635755dbe4532ec58885a669679fa2c7cc2fdca854d3d9aac5f2897fbde49,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1JR1:A:CYS:331-:SG:D:IMP:C2,COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,68,CURRENTLY_UNREVIEWED,IMP,f59f1f3a4c57bb967bdbcae56fd050af492f76dcb9e51feafbdbc3fed4659199,b31e623e8ac36e904531454243b44587abffec0adf7c4021f01344e98363c334,23,"[[""C1'"",0],[""C2"",0],[""C2'"",0],[""C3'"",0],[""C4"",0],[""C4'"",0],[""C5"",0],[""C5'"",0],[""C6"",0],[""C8"",0],[""N1"",0],[""N3"",0],[""N7"",0],[""N9"",0],[""O1P"",0],[""O2'"",0],[""O2P"",0],[""O3'"",0],[""O3P"",0],[""O4'"",0],[""O5'"",0],[""O6"",0],[""P"",0]]",false,C2,C,9deb702f21f75077153227c996409eaea2310440ad9dd8214e34ccd665980065,f61d9674a94b6d450fd6b7e433bb7828393102557c0cea02e4cad73a9c6b77bc,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:131-:SG:E:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,35,CURRENTLY_UNREVIEWED,4MZ,5f0876eedd4787564f027488c67af4befc6751ddd0600e2311384d281a27f99c,01a3153cf3ffdefe7742d722d291d212683d6e51a742d0650036e5de52cd4299,6,"[[""C4"",0],[""CD2"",0],[""CE1"",0],[""CG"",0],[""ND1"",0],[""NE2"",0]]",false,C4,C,,,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:188-:SG:G:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,35,CURRENTLY_UNREVIEWED,4MZ,5f0876eedd4787564f027488c67af4befc6751ddd0600e2311384d281a27f99c,01a3153cf3ffdefe7742d722d291d212683d6e51a742d0650036e5de52cd4299,6,"[[""C4"",0],[""CD2"",0],[""CE1"",0],[""CG"",0],[""ND1"",0],[""NE2"",0]]",false,C4,C,,,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:B:CYS:188-:SG:L:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,35,CURRENTLY_UNREVIEWED,4MZ,5f0876eedd4787564f027488c67af4befc6751ddd0600e2311384d281a27f99c,01a3153cf3ffdefe7742d722d291d212683d6e51a742d0650036e5de52cd4299,6,"[[""C4"",0],[""CD2"",0],[""CE1"",0],[""CG"",0],[""ND1"",0],[""NE2"",0]]",false,C4,C,,,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KWO:A:CYS:693-:SG:F:PDM:CP9,COVAPIE_BULK_REVIEW_UNIT_29BE63EC8EF2392B,94,CURRENTLY_UNREVIEWED,PDM,284081297eb30febf820189123e41ffbbb9531c14ae3bd5517f1027c798234bc,cbbe2ea337b18fbc6c047cf909d83d9d2192230d047fe78067b54abac67314ed,21,"[[""C10"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""CP1"",0],[""CP2"",0],[""CP3"",0],[""CP4"",0],[""CP5"",0],[""CP6"",0],[""CP7"",0],[""CP8"",0],[""CP9"",0],[""NP1"",0],[""NP2"",0],[""OP1"",0],[""OP2"",0],[""OP3"",0],[""OP4"",0],[""OP5"",0]]",false,CP9,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,cad81d8138d6e0b0ff90b9e6e926ead978525f5ff39e8b3bbc282f07c38b0c3b,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KZI:A:CYS:192-:SG:H:DTU:S4,COVAPIE_BULK_REVIEW_UNIT_024EEB356034F83D,88,CURRENTLY_UNREVIEWED,DTU,d5afdf263da823e28913f8e9dadd6b7748c2aa529ba3f8a49992bc74869536aa,c815cc841bc3d16fd4c6a48919a47aa79536cef787a5ad5f5dbbcf350a793c54,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""O2"",0],[""O3"",0],[""S1"",0],[""S4"",0]]",false,S4,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1LXY:A:CYS:398-:SG:C:CIR:C7,COVAPIE_BULK_REVIEW_UNIT_47AC17EBC8C3AFD6,48,CURRENTLY_UNREVIEWED,CIR,c505d97844a4bc18ff4129ea4060027d880d568bab08144ecffc606744b050db,0d8e1bee47fbb53df21e27028f01ac60e1a58ca1b4efbd98ee3bb4b5ff4657d9,12,"[[""C"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C7"",0],[""CA"",0],[""N"",0],[""N6"",0],[""N8"",0],[""O"",0],[""O7"",0],[""OXT"",0]]",false,C7,C,98d505a8fb42554fb2a88d60d8a9acbff58f5466d0bf287a232ad4d96990887f,b42ad0ca816d094a7729c9e80ca6be24528aaf643fcccebbe264b79844e456e0,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1LXY:B:CYS:398-:SG:E:CIR:C7,COVAPIE_BULK_REVIEW_UNIT_47AC17EBC8C3AFD6,48,CURRENTLY_UNREVIEWED,CIR,c505d97844a4bc18ff4129ea4060027d880d568bab08144ecffc606744b050db,0d8e1bee47fbb53df21e27028f01ac60e1a58ca1b4efbd98ee3bb4b5ff4657d9,12,"[[""C"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C7"",0],[""CA"",0],[""N"",0],[""N6"",0],[""N8"",0],[""O"",0],[""O7"",0],[""OXT"",0]]",false,C7,C,98d505a8fb42554fb2a88d60d8a9acbff58f5466d0bf287a232ad4d96990887f,b42ad0ca816d094a7729c9e80ca6be24528aaf643fcccebbe264b79844e456e0,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1ML3:B:CYS:166-:SG:F:CYX:C1,COVAPIE_BULK_REVIEW_UNIT_F405B411FF44DFF3,38,CURRENTLY_UNREVIEWED,CYX,b1cddfdbb3857d3551036f46c9efedf1ff3cb3b1cbab021203f03db76cbb6d14,2411af409b09eb947ddcdd57f5f2f4feb76a8effc81821c3f4a195d61b4a016c,10,"[[""C1"",0],[""C2"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""O10"",0],[""O3"",0],[""O8"",0],[""O9"",0],[""P7"",0]]",false,C1,C,55e43852e5e27f4d3d717d338f8f4cbda3987d8cf91a7cec5fcfcf58f7f326b9,2a8483cca634226ca02840902b7698ff37930782a36270248fa77eff7ae0dc2a,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1ML3:C:CYS:166-:SG:H:CYX:C1,COVAPIE_BULK_REVIEW_UNIT_F405B411FF44DFF3,38,CURRENTLY_UNREVIEWED,CYX,b1cddfdbb3857d3551036f46c9efedf1ff3cb3b1cbab021203f03db76cbb6d14,2411af409b09eb947ddcdd57f5f2f4feb76a8effc81821c3f4a195d61b4a016c,10,"[[""C1"",0],[""C2"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""O10"",0],[""O3"",0],[""O8"",0],[""O9"",0],[""P7"",0]]",false,C1,C,55e43852e5e27f4d3d717d338f8f4cbda3987d8cf91a7cec5fcfcf58f7f326b9,2a8483cca634226ca02840902b7698ff37930782a36270248fa77eff7ae0dc2a,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1ML3:D:CYS:166-:SG:J:CYX:C1,COVAPIE_BULK_REVIEW_UNIT_F405B411FF44DFF3,38,CURRENTLY_UNREVIEWED,CYX,b1cddfdbb3857d3551036f46c9efedf1ff3cb3b1cbab021203f03db76cbb6d14,2411af409b09eb947ddcdd57f5f2f4feb76a8effc81821c3f4a195d61b4a016c,10,"[[""C1"",0],[""C2"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""O10"",0],[""O3"",0],[""O8"",0],[""O9"",0],[""P7"",0]]",false,C1,C,55e43852e5e27f4d3d717d338f8f4cbda3987d8cf91a7cec5fcfcf58f7f326b9,2a8483cca634226ca02840902b7698ff37930782a36270248fa77eff7ae0dc2a,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:1NBP:A:CYS:31-:SG:C:MHC:S1,COVAPIE_BULK_REVIEW_UNIT_6F93A0730570186F,106,CURRENTLY_UNREVIEWED,MHC,2436f2125966c1683c8e836a9acdc34f258cc88163868057a11c7e3e1a10b98f,44427a2344def121661623662e9a382b14043c7e0585ae7d098308fe07b7e8db,18,"[[""C10"",0],[""C11"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""N12"",0],[""N6"",0],[""O5"",0],[""S1"",0]]",false,S1,S,,,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
