raw_priority_rank,raw_review_unit_id,raw_unit_event_count,canonical_event_id,current_review_status,current_status_authority_sources_json,calibration_eligible,calibration_exclusion_reason
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:68-:SG:H:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:73-:SG:I:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:76-:SG:J:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:87-:SG:K:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:1ECC:A:CYS:1-:SG:E:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:1ECC:B:CYS:1-:SG:J:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:1ECG:A:CYS:1-:SG:C:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:1ECG:B:CYS:1-:SG:G:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:1OFE:A:CYS:1-:SG:F:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:3DLA:A:CYS:176-:SG:I:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:3DLA:B:CYS:176-:SG:F:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:3DLA:C:CYS:176-:SG:G:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
3,COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,9,COVAPIE_CYS_SG_EVENT_V1:3DLA:D:CYS:176-:SG:H:ONL:CE,CURRENTLY_IN_PROGRESS,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,CURRENTLY_IN_PROGRESS
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3S19:A:CYS:194-:SG:E:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3S19:B:CYS:194-:SG:G:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3S19:C:CYS:194-:SG:I:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3S19:D:CYS:194-:SG:K:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3UXJ:A:CYS:194-:SG:E:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3UXJ:B:CYS:194-:SG:I:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3UXJ:C:CYS:194-:SG:O:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
4,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,8,COVAPIE_CYS_SG_EVENT_V1:3UXJ:D:CYS:194-:SG:S:PRF:C10,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:3VCY:A:CYS:116-:SG:E:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:3VCY:B:CYS:116-:SG:J:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:3VCY:C:CYS:116-:SG:O:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:3VCY:D:CYS:116-:SG:T:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:4R7U:A:CYS:116-:SG:F:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:4R7U:B:CYS:116-:SG:J:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:4R7U:C:CYS:116-:SG:M:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
5,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,8,COVAPIE_CYS_SG_EVENT_V1:4R7U:D:CYS:116-:SG:Q:FFQ:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4NPI:A:CYS:302-:SG:G:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4NPI:B:CYS:302-:SG:J:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4NPI:C:CYS:302-:SG:M:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4NPI:D:CYS:302-:SG:P:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4OUB:A:CYS:302-:SG:G:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4OUB:B:CYS:302-:SG:J:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4OUB:C:CYS:302-:SG:M:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
6,COVAPIE_BULK_REVIEW_UNIT_5834329D9E2A1F22,8,COVAPIE_CYS_SG_EVENT_V1:4OUB:D:CYS:302-:SG:P:2VS:CA6,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:A:CYS:291-:SG:I:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:B:CYS:291-:SG:K:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:C:CYS:291-:SG:M:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:D:CYS:291-:SG:O:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:E:CYS:291-:SG:Q:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:F:CYS:291-:SG:S:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:G:CYS:291-:SG:U:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
7,COVAPIE_BULK_REVIEW_UNIT_5C788252BB9BA078,8,COVAPIE_CYS_SG_EVENT_V1:4I3W:H:CYS:291-:SG:W:G3H:C1,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
