fixture_profile,container_name,field_name,exact_type,canonical_value,consumed_rule_ids,semantic_source_path,semantic_source_symbol,projection_policy,ambiguity_status,verified
canonical_single_candidate_exact4,candidate_record[0],covalent_residue_locator_provenance_sha256,builtins.str,"""1111111111111111111111111111111111111111111111111111111111111111""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,candidate_record[0],covalent_event_evidence_source,builtins.str,"""explicit_structure_bond_record""",ADMIT_006|ADMIT_007,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,CANONICAL_ENUM_MEMBERS; ALLOWED_COVALENT_EVIDENCE_CLASSES,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,candidate_record[0],topology_restoration_disposition,builtins.str,"""approved_restoration_template""",ADMIT_008,src/covalent_ext/covapie_bulk_download_admission_admit_008_rule_logic_interface.py,CANONICAL_ENUM_MEMBERS; ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,candidate_record[0],duplicate_identity_key,builtins.str,"""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""",ADMIT_009,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1.py,KEY; _candidate; _kwargs,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,candidate_record[0],leakage_group_id,builtins.str,"""COVAPIE_LEAKAGE_GROUP_000001""",ADMIT_010,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1.py,SCALAR; PROVENANCE,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,candidate_record[0],raw_target_relative_path,builtins.str,"""data/raw/covapie_candidate_1.cif""",ADMIT_011,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1.py,SCALAR; CONTRACT; SNAPSHOT,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],covalent_residue_identity_evidence_context,builtins.dict,"{""exact_type"":""builtins.dict"",""items"":[[""attested_candidate_fields"",{""exact_type"":""builtins.dict"",""items"":[[""covalent_residue_atom_name"",""SG""],[""covalent_residue_chain_id"",""A""],[""covalent_residue_index"",""42""],[""covalent_residue_insertion_code"",""""],[""covalent_residue_insertion_code_state"",""absent""],[""covalent_residue_locator_namespace"",""auth""],[""covalent_residue_locator_provenance_sha256"",""1111111111111111111111111111111111111111111111111111111111111111""],[""covalent_residue_locator_provenance_source_id"",""covapie:synthetic:1""],[""covalent_residue_name"",""CYS""]]}],[""four_way_present_value_exact_equality_attested"",true],[""present_value_quote_class_roundtrip_verified"",true],[""provider_evidence_outcome"",""passed""],[""provider_evidence_reason"",""""],[""schema_version"",""covapie_covalent_residue_identity_evidence_context_v1""]]}",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004.py,_base_context,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],allowed_covalent_evidence_classes,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""explicit_structure_bond_record"",""explicit_curated_covalent_annotation""]}",ADMIT_006|ADMIT_007,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,ALLOWED_COVALENT_EVIDENCE_CLASSES,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],allowed_topology_restoration_dispositions,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""approved_restoration_template"",""explicit_manual_review_approved""]}",ADMIT_008,src/covalent_ext/covapie_bulk_download_admission_admit_008_rule_logic_interface.py,ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],duplicate_identity_key_contract,builtins.str,"""covapie_duplicate_identity_key_contract_v1""",ADMIT_009,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1.py,POLICY; _kwargs,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],leakage_group_assignment_provenance_contract,covalent_ext.covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate.LeakageGroupAssignmentProvenanceContractV1,"{""exact_type"":""covalent_ext.covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate.LeakageGroupAssignmentProvenanceContractV1"",""fields"":[[""contract_version"",""covapie_leakage_group_assignment_provenance_contract_v1""],[""canonical_candidate_field_name"",""leakage_group_id""],[""historical_artifact_field_name"",""final_leakage_group_id""],[""field_mapping_rule"",""exact_value_identity_after_provider_field_rename_only""],[""assignment_policy"",""conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1""],[""assignment_policy_version"",""v1""],[""assignment_stage_kind"",""pre_final_split_leakage_group_assignment""],[""assignment_manifest_sha256"",""1111111111111111111111111111111111111111111111111111111111111111""],[""assignment_artifact_sha256"",""2222222222222222222222222222222222222222222222222222222222222222""],[""group_inventory_sha256"",""3333333333333333333333333333333333333333333333333333333333333333""],[""sample_index_sha256"",""4444444444444444444444444444444444444444444444444444444444444444""],[""assignment_id"",""ASSIGNMENT_RECORD_ALPHA""],[""historical_leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""],[""sample_index_row_id"",""SAMPLE_000001""],[""member_sample_index_row_ids"",{""exact_type"":""builtins.tuple"",""items"":[""SAMPLE_000001""]}],[""member_count"",1],[""assignment_passed"",true],[""split_assignments_written"",false],[""pre_split_assignment_status"",""leakage_group_assigned_before_final_split""]]}",ADMIT_010,src/covalent_ext/covapie_bulk_download_admission_admit_010_rule_logic_interface.py,_valid_contract,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],raw_target_relative_path_contract,covalent_ext.covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_design_gate.RawTargetRelativePathContract,"{""exact_type"":""covalent_ext.covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_design_gate.RawTargetRelativePathContract"",""fields"":[[""schema_version"",""covapie_raw_target_relative_path_contract_v1""],[""contract_id"",""covapie_raw_target_relative_path_contract_v1""],[""canonical_raw_root_identity"",""covapie_repository_raw_root_v1""],[""candidate_coordinate_system"",""repository_relative_posix_lexical_path""],[""allowed_namespace_prefixes"",{""exact_type"":""builtins.tuple"",""items"":[""data/raw/""]}],[""path_grammar_version"",""covapie_posix_relative_path_lexical_v1""],[""equality_policy"",""exact_canonical_lexical_string_case_sensitive""],[""case_policy"",""case_sensitive""],[""normalization_policy"",""already_canonical_no_repair""],[""percent_decoding_policy"",""forbidden""],[""unicode_policy"",""ASCII_only_no_unicode_normalization""],[""snapshot_phase"",""pre_download""],[""occupied_path_policy"",""any_occupied_object_blocks_exact_target""],[""evaluator_io_policy"",""pure_in_memory_no_filesystem_network_or_raw_read""],[""mutation_policy"",""none""]]}",ADMIT_011,src/covalent_ext/covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_design_gate.py,DEFAULT_CONTRACT,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],existing_raw_target_relative_paths,covalent_ext.covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_design_gate.ExistingRawTargetRelativePathsSnapshot,"{""exact_type"":""covalent_ext.covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_design_gate.ExistingRawTargetRelativePathsSnapshot"",""fields"":[[""schema_version"",""covapie_existing_raw_target_relative_paths_snapshot_v1""],[""canonical_raw_root_identity"",""covapie_repository_raw_root_v1""],[""candidate_coordinate_system"",""repository_relative_posix_lexical_path""],[""path_grammar_version"",""covapie_posix_relative_path_lexical_v1""],[""equality_policy"",""exact_canonical_lexical_string_case_sensitive""],[""snapshot_phase"",""pre_download""],[""snapshot_complete"",true],[""occupied_relative_paths"",{""exact_type"":""builtins.tuple"",""items"":[]}]]}",ADMIT_011,src/covalent_ext/covapie_bulk_download_admission_admit_011_rule_logic_interface.py,_empty_snapshot,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],allowed_download_result_statuses,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""success"",""failure""]}",ADMIT_012,src/covalent_ext/covapie_bulk_download_admission_admit_012_rule_logic_interface.py,FORMAL_CONTEXT_VALUES[0],deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],successful_http_status_contract,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[{""exact_type"":""builtins.tuple"",""items"":[""legal_minimum"",100]},{""exact_type"":""builtins.tuple"",""items"":[""legal_maximum"",599]},{""exact_type"":""builtins.tuple"",""items"":[""future_success_minimum"",200]},{""exact_type"":""builtins.tuple"",""items"":[""future_success_maximum"",299]},{""exact_type"":""builtins.tuple"",""items"":[""admit_012_executes_success_judgment"",false]}]}",ADMIT_012,src/covalent_ext/covapie_bulk_download_admission_admit_012_rule_logic_interface.py,FORMAL_CONTEXT_VALUES[1],deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],content_length_contract,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[{""exact_type"":""builtins.tuple"",""items"":[""legal_minimum"",0]},{""exact_type"":""builtins.tuple"",""items"":[""legal_maximum"",null]},{""exact_type"":""builtins.tuple"",""items"":[""zero_allowed"",true]},{""exact_type"":""builtins.tuple"",""items"":[""recomputed_from_file_inside_evaluator"",false]}]}",ADMIT_012,src/covalent_ext/covapie_bulk_download_admission_admit_012_rule_logic_interface.py,FORMAL_CONTEXT_VALUES[2],deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],sha256_format_contract,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[{""exact_type"":""builtins.tuple"",""items"":[""length"",64]},{""exact_type"":""builtins.tuple"",""items"":[""grammar"",""[0-9a-f]{64}""]},{""exact_type"":""builtins.tuple"",""items"":[""case_policy"",""ASCII_lowercase_only""]},{""exact_type"":""builtins.tuple"",""items"":[""normalization_allowed"",false]},{""exact_type"":""builtins.tuple"",""items"":[""recomputed_from_file_inside_evaluator"",false]}]}",ADMIT_012,src/covalent_ext/covapie_bulk_download_admission_admit_012_rule_logic_interface.py,FORMAL_CONTEXT_VALUES[3],deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],expected_content_length_bytes,builtins.int,7,ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_AUTHORITY,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],expected_sha256,builtins.str,"""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""",ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_AUTHORITY,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,evaluation_context[0],explicit_integrity_verdict,builtins.str,"""verified""",ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_AUTHORITY,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,download_result_context[0],download_result_status,builtins.str,"""success""",ADMIT_012|ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_DOWNLOAD,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,download_result_context[0],observed_http_status,builtins.int,200,ADMIT_012|ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_DOWNLOAD,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,download_result_context[0],observed_content_length_bytes,builtins.int,7,ADMIT_012|ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_DOWNLOAD,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,download_result_context[0],observed_sha256,builtins.str,"""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""",ADMIT_012|ADMIT_013,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_013_v1.py,VALID_DOWNLOAD,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,batch_context,batch_candidate_record_ids,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""REC_1""]}",ADMIT_001,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1.py,_valid_spec,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,batch_context,batch_duplicate_identity_keys,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[]}",ADMIT_009,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1.py,_kwargs,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,stage_authorization_context,current_stage_download_authorized,builtins.bool,false,ADMIT_014,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_015_v1.py,current_stage_download_authorized,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_single_candidate_exact4,stage_authorization_context,current_stage_training_authorized,builtins.bool,false,ADMIT_015,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_015_v1.py,current_stage_training_authorized,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],candidate_record_id,builtins.str,"""REC_1""",ADMIT_001,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004.py,_evaluate_registered_admit_001; tests::_valid_spec,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],pdb_id,builtins.str,"""1abc""",ADMIT_002,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004.py,_evaluate_registered_admit_002; tests::_valid_spec,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],ligand_comp_id,builtins.str,"""L1""",ADMIT_003,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004.py,_evaluate_registered_admit_003; tests::_valid_spec,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_name,builtins.str,"""CYS""",ADMIT_004|ADMIT_005,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_chain_id,builtins.str,"""A""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_index,builtins.str,"""42""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_atom_name,builtins.str,"""SG""",ADMIT_004|ADMIT_005,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_locator_namespace,builtins.str,"""auth""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_insertion_code_state,builtins.str,"""absent""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_insertion_code,builtins.str,"""""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_locator_provenance_source_id,builtins.str,"""covapie:synthetic:1""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_residue_locator_provenance_sha256,builtins.str,"""1111111111111111111111111111111111111111111111111111111111111111""",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_admit_004_rule_logic_interface.py,CANDIDATE_FIELDS; minimal_dispatch::_base_candidate,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],covalent_event_evidence_source,builtins.str,"""explicit_structure_bond_record""",ADMIT_006|ADMIT_007,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,CANONICAL_ENUM_MEMBERS; ALLOWED_COVALENT_EVIDENCE_CLASSES,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],topology_restoration_disposition,builtins.str,"""approved_restoration_template""",ADMIT_008,src/covalent_ext/covapie_bulk_download_admission_admit_008_rule_logic_interface.py,CANONICAL_ENUM_MEMBERS; ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],duplicate_identity_key,builtins.str,"""covapie_dup_v1_sha256_1111111111111111111111111111111111111111111111111111111111111111""",ADMIT_009,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1.py,KEY; _candidate; _kwargs,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],leakage_group_id,builtins.str,"""COVAPIE_LEAKAGE_GROUP_000001""",ADMIT_010,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1.py,SCALAR; PROVENANCE,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,candidate_record[0],raw_target_relative_path,builtins.str,"""data/raw/covapie_candidate_1.cif""",ADMIT_011,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1.py,SCALAR; CONTRACT; SNAPSHOT,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,evaluation_context[0],covalent_residue_identity_evidence_context,builtins.dict,"{""exact_type"":""builtins.dict"",""items"":[[""attested_candidate_fields"",{""exact_type"":""builtins.dict"",""items"":[[""covalent_residue_atom_name"",""SG""],[""covalent_residue_chain_id"",""A""],[""covalent_residue_index"",""42""],[""covalent_residue_insertion_code"",""""],[""covalent_residue_insertion_code_state"",""absent""],[""covalent_residue_locator_namespace"",""auth""],[""covalent_residue_locator_provenance_sha256"",""1111111111111111111111111111111111111111111111111111111111111111""],[""covalent_residue_locator_provenance_source_id"",""covapie:synthetic:1""],[""covalent_residue_name"",""CYS""]]}],[""four_way_present_value_exact_equality_attested"",true],[""present_value_quote_class_roundtrip_verified"",true],[""provider_evidence_outcome"",""passed""],[""provider_evidence_reason"",""""],[""schema_version"",""covapie_covalent_residue_identity_evidence_context_v1""]]}",ADMIT_004,src/covalent_ext/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004.py,_base_context,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,evaluation_context[0],allowed_covalent_evidence_classes,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""explicit_structure_bond_record"",""explicit_curated_covalent_annotation""]}",ADMIT_006|ADMIT_007,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,ALLOWED_COVALENT_EVIDENCE_CLASSES,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,evaluation_context[0],allowed_topology_restoration_dispositions,builtins.tuple,"{""exact_type"":""builtins.tuple"",""items"":[""approved_restoration_template"",""explicit_manual_review_approved""]}",ADMIT_008,src/covalent_ext/covapie_bulk_download_admission_admit_008_rule_logic_interface.py,ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,evaluation_context[0],duplicate_identity_key_contract,builtins.str,"""covapie_duplicate_identity_key_contract_v1""",ADMIT_009,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1.py,POLICY; _kwargs,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
canonical_two_candidate_training_scope,evaluation_context[0],leakage_group_assignment_provenance_contract,covalent_ext.covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate.LeakageGroupAssignmentProvenanceContractV1,"{""exact_type"":""covalent_ext.covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate.LeakageGroupAssignmentProvenanceContractV1"",""fields"":[[""contract_version"",""covapie_leakage_group_assignment_provenance_contract_v1""],[""canonical_candidate_field_name"",""leakage_group_id""],[""historical_artifact_field_name"",""final_leakage_group_id""],[""field_mapping_rule"",""exact_value_identity_after_provider_field_rename_only""],[""assignment_policy"",""conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1""],[""assignment_policy_version"",""v1""],[""assignment_stage_kind"",""pre_final_split_leakage_group_assignment""],[""assignment_manifest_sha256"",""1111111111111111111111111111111111111111111111111111111111111111""],[""assignment_artifact_sha256"",""2222222222222222222222222222222222222222222222222222222222222222""],[""group_inventory_sha256"",""3333333333333333333333333333333333333333333333333333333333333333""],[""sample_index_sha256"",""4444444444444444444444444444444444444444444444444444444444444444""],[""assignment_id"",""ASSIGNMENT_RECORD_ALPHA""],[""historical_leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""],[""sample_index_row_id"",""SAMPLE_000001""],[""member_sample_index_row_ids"",{""exact_type"":""builtins.tuple"",""items"":[""SAMPLE_000001""]}],[""member_count"",1],[""assignment_passed"",true],[""split_assignments_written"",false],[""pre_split_assignment_status"",""leakage_group_assigned_before_final_split""]]}",ADMIT_010,src/covalent_ext/covapie_bulk_download_admission_admit_010_rule_logic_interface.py,_valid_contract,deterministically_projected_from_committed_fixture_contract,resolved_from_committed_contract,true
