source_role,source_path,source_sha256,committed_in_base,source_kind,selector_or_symbol,referenced_feature_count,referenced_sample_count,verified
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/pocket_atom_table.csv,e61676d8f9c67730ea2b38ff7951665d7d7dbe2a6e288621c854f8497883cb97,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/ligand_atom_table.csv,a813b57350cfd2bfae664c7b0d7d92a0d5359b8b1274d39eae0a97a76f61bdfa,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/pocket_atom_table.csv,e5faa522a02499b47bdc7b3d1bb5cf4d948f343027ce8bd9f897abda8ede2aad,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/ligand_atom_table.csv,90c70d05a0a9c1026c90a6c85b9e1989afa8c51671fe084cbb7f063b9427616a,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/pocket_atom_table.csv,a025544e56c94b95993800cf30877e9171d798b8d58835ca6090ae7fc4365a98,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/ligand_atom_table.csv,d6f3a76db2a5448141403007708682ed2278b6bd1137b3be65a95ea615912665,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/pocket_atom_table.csv,16e16364e689fda2d06a84a3ac794bb46d27938de991b968fa28b6da0a7f303f,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/ligand_atom_table.csv,3ea203e5ee078792c31edc83074629ba29dda72f6c4f7d90b0aad1246673e399,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYU_INA/pocket_atom_table.csv,82f2b7e0603d6c7fd07c54a45fd91b0b643932e78f56e10ba2627effd7e69a8a,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/ligand_atom_table.csv,dfdaa3d37f81a79e51fee9e24434eca353ce922bda0c927fedb053566276bf49,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYV_IN6/pocket_atom_table.csv,905e15f4f66cee2c177945c89d3cc53084224e69361fc29968d0b607f7c1ba71,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/ligand_atom_table.csv,f8f3a1b5b9143b797acc18724e83be2fb0b89876b66081a584e908b83ed0a67c,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AYW_IN3/pocket_atom_table.csv,2e5049958a9ebe29a8905c2d6e8b7a24bca4bbdbd742e13f9156319fb42b4ec8,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/ligand_atom_table.csv,f33a8ebf2edda9cb63e2f81d10812f549bf57858e6ae2ffcbde6282a49c35e9e,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1B02_UFP/pocket_atom_table.csv,0b076e502a8a0e31c1e136b40e347c8815b4d671dce0f74b987c5e536b423b0a,True,csv,type_symbol/x/y/z,0,1,True
quarantine_predecessor_manifest,data/derived/covalent_small/covapie_real_provider_export_blocking_row_quarantine_materialization_v1/covapie_real_provider_export_blocking_row_quarantine_materialization_manifest.json,3fe591dabeac26e75ca18995c4cac647da23384670bee7f1d25e32b7e25b50ba,True,json,readiness fields,1,0,True
quarantine_issue_inventory,data/derived/covalent_small/covapie_real_provider_export_blocking_row_quarantine_materialization_v1/covapie_real_provider_export_quarantine_issue_readiness_inventory.csv,540492e7b8a429ba251954da3aad2d7228e587c7f81044f09356cd3e984196aa,True,csv,Exact30 rows,0,0,True
ligand_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/pocket_atom_table.csv,1ef54fbbb7d8adf336de6ef29a064a3b689c67a8223240e65986b788a9ad7df8,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/pocket_atom_table.csv,8304b32fe3744010e9fed4c0cdbf1036f3550130b6ceeb0b4e72f6cf467bf09a,True,csv,type_symbol/x/y/z,0,1,True
ligand_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,True,csv,type_symbol/x/y/z,0,1,True
pocket_atom_table,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,True,csv,type_symbol/x/y/z,0,1,True
step12d_smoke_evidence,data/derived/covalent_small/real_covalent_pretrained_forward_loss_smoke_v0/real_covalent_pretrained_forward_loss_smoke_loss_table.csv,851c8d28bbd63a11b48a688381c5d1429e66122a15332418a7c430229793c4e2,True,csv,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
step12d_smoke_evidence,data/derived/covalent_small/real_covalent_pretrained_forward_loss_smoke_v0/real_covalent_pretrained_forward_loss_smoke_manifest.json,0220c3e89185693147722476fd41e6e6aebc18acd3d847fd762ae254a971c8f0,True,json,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
step12d_smoke_evidence,data/derived/covalent_small/real_covalent_pretrained_forward_loss_smoke_v0/real_covalent_pretrained_forward_loss_smoke_report.csv,032ad5d506ba226458f01b95bc3e06e947a8f0f90eaee229625d6a1c16ea7a27,True,csv,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
dataset_collate,dataset.py,d1c548185521692ca14be062e34d5bea617f8d3c89a22eaef4ddb13a52907c99,True,python,ProcessedLigandPocketDataset/collate_fn,0,0,True
feature_semantics_v0,docs/covapie_feature_semantics_audit_gate_v0_summary.md,2d2b4a900f135b039837f465d7da79ae8217a00acd0dc03f513ae586381d5e88,True,md,dynamic tree match,0,0,True
feature_tensorization_audit_v0,docs/covapie_feature_semantics_tensorization_audit_gate_v0_summary.md,abe83b3bfe3b21be210c76872dee22d6738f243d112a4ceb58cdfa055ff9df76,True,md,dynamic tree match,0,0,True
step12d_smoke_evidence,docs/real_covalent_pretrained_forward_loss_smoke_v0_summary.md,f2b784b23a24ca8cb1522834d405cb99f6d7ee4f3ad22aae56543a8eb368374f,True,md,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
model_feature_consumer,equivariant_diffusion/dynamics.py,16b008598de7c61c0b5575e3af02f9b1a9e6697559864df1591314e4b4ec6b9f,True,python,EGNNDynamics.forward/get_edges,5,0,True
diffusion_consumer,equivariant_diffusion/en_diffusion.py,841f95e8d47fd1bc27f50b76f605bf6d0369308c68c7a65b199e51b00b30d8ef,True,python,normalize/forward/inpaint,4,0,True
model_input_interface,lightning_modules.py,2b771068eda19b6f783e12ff483a02ab6ef8264108f3af5e486d3381fb1e7fb6,True,python,get_ligand_and_pocket/forward,2,0,True
fullatom_preprocessor,process_crossdock.py,760a68011ea6be89ab49edc652d5505954566d8bc05355e9f75106c9f5d728c0,True,python,process_ligand_and_pocket,1,0,True
feature_semantics_v0,scripts/check_covapie_feature_semantics_audit_gate_v0.py,fc5822d9cb3ecb288db419b58a3dfdfe6d459b1d3836475d9d86bfd7a03ef2ef,True,py,dynamic tree match,0,0,True
feature_tensorization_audit_v0,scripts/check_covapie_feature_semantics_tensorization_audit_gate_v0.py,00c959ed17a3d01b889294abe923c67c1622ab2ea0c494b079847e56ee6d0626,True,py,dynamic tree match,0,0,True
step12d_smoke_evidence,scripts/check_real_covalent_pretrained_forward_loss_smoke_v0.py,b4308f6a4ab2f3e6f214bdcf07ed27c3d87ff6bec9d88a7e4f6b8f1633cfd382,True,py,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
current_adapter_reference,src/covalent_ext/batch_adapter.py,e7a492934ec8b87d7ac74138eb85b53951015e591e4439ec4a2a69343b09d93e,True,python,_coordinate_center/adapt_covalent_batch_for_model_v0,3,0,True
feature_semantics_v0,src/covalent_ext/covapie_feature_semantics_audit_gate.py,3a2ab3135116cdbacf68d7702788f14763356def494c1893135c4e08bca36d90,True,py,dynamic tree match,0,0,True
feature_tensorization_audit_v0,src/covalent_ext/covapie_feature_semantics_tensorization_audit_gate.py,823a4ca704a37b40a2eede83b517481062335cae198162ba0d5b0050bfb752fb,True,py,dynamic tree match,0,0,True
quarantine_predecessor_source,src/covalent_ext/covapie_real_provider_export_blocking_row_quarantine_materialization_v1.py,67819db11bcda4b218d67641686e8b7aa77af2e69d8b699a0214c0a7a34f2deb,True,python,frozen SHA,0,0,True
current_adapter_reference,src/covalent_ext/diffsbdd_input_adapter.py,c9fb07156e4643561a8d2902d021cd27637cc4c76d50f80d3cf45d4ab1b42ae6,True,python,build_diffsbdd_like_input_from_covalent_v0,6,0,True
current_adapter_reference,src/covalent_ext/model_input_adapter.py,c2876de8d7c01515ef64234fb57698fcc0f2d7b580ab879ddeb6983a0fb8e6e0,True,python,build_covalent_model_input_v0,0,0,True
current_adapter_reference,src/covalent_ext/npz_dataset.py,40f9eff875c6a40304f2e8c0ca623dbc3244980903ef6b24c49babf3f2ce84d3,True,python,covalent_npz_collate_fn,1,0,True
step12d_smoke_evidence,src/covalent_ext/real_covalent_pretrained_forward_loss_smoke.py,6a7053a413364746b5ce2e818580405001f5883139815deafbeb41f564e90c43,True,py,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,2,0,True
feature_semantics_v0,tests/test_covapie_feature_semantics_audit_gate_v0.py,53a31473fe49b46ff5a44d4fd0983ec35625a5303d5c3da1ac3a0e6dddd0b008,True,py,dynamic tree match,0,0,True
feature_tensorization_audit_v0,tests/test_covapie_feature_semantics_tensorization_audit_gate_v0.py,4a3e5dbef97bb5ff1fa992f2cf89528c7da48b8c25dfac303ede452efc9ef254,True,py,dynamic tree match,0,0,True
step12d_smoke_evidence,tests/test_real_covalent_pretrained_forward_loss_smoke_v0.py,81e31316c2461574eab4a671afde5b9c4478e810818fd7d3c5988725fffc6698,True,py,dynamic UNKNOWN_ATOM_FEATURE_POLICY lineage,0,0,True
