case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,predecessor_handler_identity_status,case_passed
A007_EXACT37_020_leading_digit,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,COVALENT_EVENT_EVIDENCE_SOURCE_SYNTAX_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_021_unknown_valid,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
A007_EXACT37_022_unknown_explicit_looking,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
A007_EXACT37_023_unknown_manual_review,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
A007_EXACT37_024_unknown_other,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
A007_EXACT37_025_unknown_unknown,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
A007_EXACT37_026_context_exact_tuple,standalone_semantics,ADMIT_007,runtime_exact37_path,passed,passed,,,1,1,value_read_once,not_applicable,true
A007_EXACT37_027_context_none,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_028_context_list,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_029_context_set,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_030_context_frozenset,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_031_context_wrong_order,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_032_context_missing_member,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_033_context_duplicate,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_034_context_distance_only,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_035_context_unknown,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_036_context_str_subclass,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_EXACT37_037_context_extra_member,standalone_semantics,ADMIT_007,runtime_exact37_path,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_CONTENT_INVALID,1,1,value_read_once,not_applicable,true
A007_SOURCE_WRONG_TYPE,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_SUBCLASS,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_MISSING_SHAPE,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_EXTRA_SHAPE,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_RULE_ID,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_OUTCOME,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_PASSED,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_BLOCKS,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_REASON,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_CANONICAL,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_VALIDATED,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_CONSUMED_CANDIDATE,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_CONSUMED_CONTEXT,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_IO,source_fail_closed,ADMIT_007,source_prevalidation_before_oracle,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A007_SOURCE_ORACLE_MISMATCH,source_fail_closed,ADMIT_007,complete_exact10_mismatch_no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_007_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,1,value_read_once,not_applicable,true
PROJECTION_EXPLICIT_STRUCTURE,projection_semantics,ADMIT_007,exact10_to_exact13,passed,passed,,,1,1,value_read_once,not_applicable,true
PROJECTION_EXPLICIT_CURATED,projection_semantics,ADMIT_007,exact10_to_exact13,passed,passed,,,1,1,value_read_once,not_applicable,true
PROJECTION_DISTANCE_BLOCKED,projection_semantics,ADMIT_007,exact10_to_exact13,blocked,blocked,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,1,1,value_read_once,not_applicable,true
PROJECTION_SCALAR_INVALID,projection_semantics,ADMIT_007,exact10_to_exact13,invalid,invalid,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,COVALENT_EVENT_EVIDENCE_SOURCE_UNKNOWN,1,1,value_read_once,not_applicable,true
PROJECTION_CONTEXT_INVALID_CANONICAL,projection_semantics,ADMIT_007,exact10_to_exact13,invalid,invalid,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,ALLOWED_COVALENT_EVIDENCE_CLASSES_TYPE_INVALID,1,1,value_read_once,not_applicable,true
PROJECTION_MISSING,projection_semantics,ADMIT_007,adapter_generated_exact13,invalid,invalid,covalent_event_evidence_missing,covalent_event_evidence_missing,0,0,envelope_checked,not_applicable,true
PROJECTION_NON_MAPPING,projection_semantics,ADMIT_007,adapter_generated_exact13,invalid,invalid,ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID,ADMIT_007_CANDIDATE_RECORD_MAPPING_INVALID,0,0,envelope_checked,not_applicable,true
