ligand_atom_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_step13q_atom_topology_row_id,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_atom_idx,atom_map_or_original_atom_id,atom_symbol,formal_charge,aromatic,hybridization,degree,explicit_valence,implicit_valence,is_covalent_ligand_endpoint_atom,warhead_group_status,linker_group_status,scaffold_group_status,topology_source_stage,topology_source_artifact,topology_smoke_status,training_use_status
LTOP_ATOM_000011,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0010,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,10,10,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000012,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0011,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,11,11,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000013,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0012,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,12,12,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000014,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0013,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,13,13,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000015,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0014,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,14,14,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000016,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0015,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,15,15,N,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000017,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0016,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,16,16,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000018,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0017,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,17,17,C,0,False,UNSPECIFIED,3,4,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000019,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0018,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,18,18,C,0,False,UNSPECIFIED,2,3,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000020,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0019,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,19,19,C,0,False,UNSPECIFIED,1,2,0,True,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000021,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0020,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,20,20,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000022,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0021,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,21,21,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000023,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0022,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,22,22,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000024,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0023,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,23,23,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000025,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0024,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,24,24,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000026,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0025,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,25,25,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000027,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0026,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,26,26,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000028,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0027,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,27,27,C,0,False,UNSPECIFIED,4,4,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000029,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0028,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,28,28,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000030,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0029,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,29,29,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000031,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0030,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,30,30,N,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000032,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0031,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,31,31,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000033,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,HR_0002_ATOM_0032,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,32,32,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000034,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0000,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,0,0,C,0,False,UNSPECIFIED,4,4,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000035,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0001,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,1,1,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000036,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0002,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,2,2,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000037,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0003,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,3,3,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000038,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0004,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,4,4,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000039,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0005,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,5,5,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000040,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0006,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,6,6,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000041,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0007,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,7,7,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000042,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0008,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,8,8,C,0,False,UNSPECIFIED,2,3,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000043,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0009,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,9,9,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000044,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0010,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,10,10,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
