source_order,source_relative_path,source_kind,base_tree_mode,base_tree_sha256,filesystem_sha256,tracked_regular_non_symlink,parent_chain_verified,pinned_fd_read,triple_sha256_passed,source_boundary_passed
23,data/derived/covalent_small/covapie_bulk_download_admission_admit_005_unified_adapter_contract_design_gate_v1/covapie_admit_005_unified_adapter_contract_manifest.json,committed_manifest,100644,b66f6551cb2aad3ac4b78afd5f0c41475697f5276af8fb7150f365a6e0adf269,b66f6551cb2aad3ac4b78afd5f0c41475697f5276af8fb7150f365a6e0adf269,true,true,true,true,true
24,data/derived/covalent_small/covapie_bulk_download_admission_admit_005_unified_adapter_contract_design_gate_v1/covapie_admit_005_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,27bed0fd2250e0c64c704771fdb2bca8f5e50554d99f53694dc579f85f578d1f,27bed0fd2250e0c64c704771fdb2bca8f5e50554d99f53694dc579f85f578d1f,true,true,true,true,true
25,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_006_formal_evaluator_preconditions_manifest.json,committed_manifest,100644,16b787061739dd0d68cfd3f66829a7690e802d1c0fa700d53155384b29c6dac5,16b787061739dd0d68cfd3f66829a7690e802d1c0fa700d53155384b29c6dac5,true,true,true,true,true
26,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_006_issue_readiness_inventory.csv,committed_csv,100644,7f815f3358ae3e53d296bc3ec0a129cd459184a76aa5169649b73fb1440e28bc,7f815f3358ae3e53d296bc3ec0a129cd459184a76aa5169649b73fb1440e28bc,true,true,true,true,true
27,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_006_source_boundary_audit.csv,committed_csv,100644,89be06757e0d992ecd6ce9e7843bb9d36cebde9ff8d485a80ae7f1b6f2b84a3d,89be06757e0d992ecd6ce9e7843bb9d36cebde9ff8d485a80ae7f1b6f2b84a3d,true,true,true,true,true
28,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,true,true,true,true,true
29,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,committed_manifest,100644,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,true,true,true,true,true
30,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,8e84fc0c9d1aa65518560def20fcff3be27396d2fe82a197f855046ec576f0d1,8e84fc0c9d1aa65518560def20fcff3be27396d2fe82a197f855046ec576f0d1,true,true,true,true,true
31,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_unified_adapter_contract_design_gate_v1/covapie_admit_006_unified_adapter_contract_manifest.json,committed_manifest,100644,449f3f2f5bcf7b7e6a2d60504238da91f41f67822a9747e32fd6eb60b88468b2,449f3f2f5bcf7b7e6a2d60504238da91f41f67822a9747e32fd6eb60b88468b2,true,true,true,true,true
32,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_unified_adapter_contract_design_gate_v1/covapie_admit_006_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,true,true,true,true,true
33,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_007_issue_readiness_inventory.csv,committed_csv,100644,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,true,true,true,true,true
34,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_007_source_boundary_audit.csv,committed_csv,100644,9bfd3b9815b044416cec8aece37556347a7da1cde574de8df05bf6e8872a176a,9bfd3b9815b044416cec8aece37556347a7da1cde574de8df05bf6e8872a176a,true,true,true,true,true
35,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_rule_logic_interface_v1/covapie_admit_007_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,true,true,true,true,true
36,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_rule_logic_interface_v1/covapie_admit_007_rule_logic_interface_manifest.json,committed_manifest,100644,f5212100bf458372dd908a234557ee34858cf24cf2360e39b1e61cba8a562958,f5212100bf458372dd908a234557ee34858cf24cf2360e39b1e61cba8a562958,true,true,true,true,true
37,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_rule_logic_interface_v1/covapie_admit_007_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,512308ffeeafbe0f80729883f68b074828915b3ebbc8a7afeb37231399fd9bd4,512308ffeeafbe0f80729883f68b074828915b3ebbc8a7afeb37231399fd9bd4,true,true,true,true,true
38,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_unified_adapter_contract_design_gate_v1/covapie_admit_007_unified_adapter_contract_manifest.json,committed_manifest,100644,9cb470520b666624ecbde992354c05587dd38c3006f1f21db4a2dfe3733a4eb4,9cb470520b666624ecbde992354c05587dd38c3006f1f21db4a2dfe3733a4eb4,true,true,true,true,true
39,data/derived/covalent_small/covapie_bulk_download_admission_admit_007_unified_adapter_contract_design_gate_v1/covapie_admit_007_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,true,true,true,true,true
40,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_008_formal_evaluator_preconditions_manifest.json,committed_manifest,100644,e93c43df4f64b6ce70c19c526546d3b1090c55f9150a944a76109ed0038cc136,e93c43df4f64b6ce70c19c526546d3b1090c55f9150a944a76109ed0038cc136,true,true,true,true,true
41,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_008_issue_readiness_inventory.csv,committed_csv,100644,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,true,true,true,true,true
42,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_008_source_boundary_audit.csv,committed_csv,100644,c9a0a4ea8b16391270570695160a7af3a26cd453b088fd3bb28496c2894259a5,c9a0a4ea8b16391270570695160a7af3a26cd453b088fd3bb28496c2894259a5,true,true,true,true,true
43,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_rule_logic_interface_v1/covapie_admit_008_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,true,true,true,true,true
44,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_rule_logic_interface_v1/covapie_admit_008_rule_logic_interface_manifest.json,committed_manifest,100644,ae5fc1c5aa28618765ed07fe5aae67c02d31e7650fb5921dae954c0a3cfefd7e,ae5fc1c5aa28618765ed07fe5aae67c02d31e7650fb5921dae954c0a3cfefd7e,true,true,true,true,true
45,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_rule_logic_interface_v1/covapie_admit_008_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,5fc2c67e7d2e4aecb6d55029314ad7f93456ab0e0ce44bd00071cec3c83d275f,5fc2c67e7d2e4aecb6d55029314ad7f93456ab0e0ce44bd00071cec3c83d275f,true,true,true,true,true
46,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1/covapie_admit_008_topology_restoration_disposition_enum_contract_manifest.json,committed_manifest,100644,4da97951abe63d46ded0ad5ffc6048e1a1c40eb2fdedd3553de094ac1ad0c85b,4da97951abe63d46ded0ad5ffc6048e1a1c40eb2fdedd3553de094ac1ad0c85b,true,true,true,true,true
47,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1/covapie_admit_008_topology_restoration_disposition_issue_readiness_inventory.csv,committed_csv,100644,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,true,true,true,true,true
48,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1/covapie_admit_008_topology_restoration_disposition_source_boundary_audit.csv,committed_csv,100644,38bb2cc79380f6a561415f0ab3f3cd3756097ce9538f3c07e5538ce99204f7fa,38bb2cc79380f6a561415f0ab3f3cd3756097ce9538f3c07e5538ce99204f7fa,true,true,true,true,true
49,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_unified_adapter_contract_design_gate_v1/covapie_admit_008_unified_adapter_contract.csv,committed_csv,100644,29d4ceacd263cf4b1bb0a4320a8eda03a8742e9bb344b512f8412baed7967e8a,29d4ceacd263cf4b1bb0a4320a8eda03a8742e9bb344b512f8412baed7967e8a,true,true,true,true,true
50,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_unified_adapter_contract_design_gate_v1/covapie_admit_008_unified_adapter_contract_manifest.json,committed_manifest,100644,d7423c337512dff3f66a68209301c91dd3fee2bdd2a3a5b669185854c622d922,d7423c337512dff3f66a68209301c91dd3fee2bdd2a3a5b669185854c622d922,true,true,true,true,true
51,data/derived/covalent_small/covapie_bulk_download_admission_admit_008_unified_adapter_contract_design_gate_v1/covapie_admit_008_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,229251600f0c6ae389633fff86af8859280b86664521ecce04c494906dc39695,true,true,true,true,true
52,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_duplicate_identity_key_contract_design_gate_v1/covapie_admit_009_duplicate_identity_issue_readiness_inventory.csv,committed_csv,100644,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,true,true,true,true,true
53,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_duplicate_identity_key_contract_design_gate_v1/covapie_admit_009_duplicate_identity_key_contract_manifest.json,committed_manifest,100644,d0d0d19e491f27621214ee887f630a871c1a7cfaf4caca93778599b0162dc48c,d0d0d19e491f27621214ee887f630a871c1a7cfaf4caca93778599b0162dc48c,true,true,true,true,true
54,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_009_formal_evaluator_preconditions_manifest.json,committed_manifest,100644,5d1be882bc51c3fad5eefa5dc106dec43ba5842eda0696c06eb04473db33a37b,5d1be882bc51c3fad5eefa5dc106dec43ba5842eda0696c06eb04473db33a37b,true,true,true,true,true
55,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_009_issue_readiness_inventory.csv,committed_csv,100644,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,true,true,true,true,true
56,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_009_source_boundary_audit.csv,committed_csv,100644,a92dc8349722a3158ec4a3fc6b04eb86e95a2437f13c989c93679b7bff7e1065,a92dc8349722a3158ec4a3fc6b04eb86e95a2437f13c989c93679b7bff7e1065,true,true,true,true,true
57,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_rule_logic_interface_v1/covapie_admit_009_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,true,true,true,true,true
58,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_rule_logic_interface_v1/covapie_admit_009_rule_logic_interface_manifest.json,committed_manifest,100644,b69941408b6f6098e926f7cf3f60cf526811e78a71cb07000c332511b19d5447,b69941408b6f6098e926f7cf3f60cf526811e78a71cb07000c332511b19d5447,true,true,true,true,true
59,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_rule_logic_interface_v1/covapie_admit_009_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,1aff6a4201da02c24e316b53e0969192a422df49002fc689ddc73d605063541a,1aff6a4201da02c24e316b53e0969192a422df49002fc689ddc73d605063541a,true,true,true,true,true
60,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_unified_adapter_contract_design_gate_v1/covapie_admit_009_unified_adapter_contract_manifest.json,committed_manifest,100644,efe1da7f804a411028903a3a6fc498eb2f0cc5f2b0823b81b5aab3acd83d53c1,efe1da7f804a411028903a3a6fc498eb2f0cc5f2b0823b81b5aab3acd83d53c1,true,true,true,true,true
61,data/derived/covalent_small/covapie_bulk_download_admission_admit_009_unified_adapter_contract_design_gate_v1/covapie_admit_009_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,2c461d4416742dda734789ba6768995c6d641fb2d1b6c460a0f80ea194482e92,true,true,true,true,true
62,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_010_formal_evaluator_issue_readiness_inventory.csv,committed_csv,100644,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,true,true,true,true,true
63,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_010_source_boundary_audit.csv,committed_csv,100644,b28a90a36bddf7b3522637a1374bbeddaf394cb204de198b34bf9edab6182e10,b28a90a36bddf7b3522637a1374bbeddaf394cb204de198b34bf9edab6182e10,true,true,true,true,true
64,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1/covapie_admit_010_leakage_group_assignment_provenance_contract_manifest.json,committed_manifest,100644,33fb0d6f35b49dbf98e61e2c16fafece4b01cdfcce629ff7f1ac5afb1e7e5af2,33fb0d6f35b49dbf98e61e2c16fafece4b01cdfcce629ff7f1ac5afb1e7e5af2,true,true,true,true,true
65,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1/covapie_admit_010_provenance_contract_issue_readiness_inventory.csv,committed_csv,100644,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,true,true,true,true,true
66,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1/covapie_admit_010_provenance_contract_source_boundary_audit.csv,committed_csv,100644,607660277c3f2ee4931cfc4601017ed57b8953eb738a3535f5580a21591107f6,607660277c3f2ee4931cfc4601017ed57b8953eb738a3535f5580a21591107f6,true,true,true,true,true
67,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_rule_logic_interface_v1/covapie_admit_010_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,true,true,true,true,true
68,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_rule_logic_interface_v1/covapie_admit_010_rule_logic_interface_manifest.json,committed_manifest,100644,5769c583bc5ade6dbeb81190b20e1774120f7b38dbf53d540f97b50dbf594d54,5769c583bc5ade6dbeb81190b20e1774120f7b38dbf53d540f97b50dbf594d54,true,true,true,true,true
69,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_rule_logic_interface_v1/covapie_admit_010_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,8695ed6089fd576581ef1a50e7c48b07cac12a7aa6450f19a384bfbfabcef84d,8695ed6089fd576581ef1a50e7c48b07cac12a7aa6450f19a384bfbfabcef84d,true,true,true,true,true
70,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_unified_adapter_contract_design_gate_v1/covapie_admit_010_unified_adapter_contract.csv,committed_csv,100644,2116f5e0afe3e69be7ec5ea6d8c95e14112c1905904f663bf1d6990a41534d81,2116f5e0afe3e69be7ec5ea6d8c95e14112c1905904f663bf1d6990a41534d81,true,true,true,true,true
71,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_unified_adapter_contract_design_gate_v1/covapie_admit_010_unified_adapter_contract_manifest.json,committed_manifest,100644,6ee42e0baf26ece28df75201521babdf8f9ffe7a89b7544a346f92e5ecd39119,6ee42e0baf26ece28df75201521babdf8f9ffe7a89b7544a346f92e5ecd39119,true,true,true,true,true
72,data/derived/covalent_small/covapie_bulk_download_admission_admit_010_unified_adapter_contract_design_gate_v1/covapie_admit_010_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,779932531b630072ff33721e689a2865defdad477df8335a9950c8e4537476bd,true,true,true,true,true
73,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_011_formal_evaluator_issue_readiness_inventory.csv,committed_csv,100644,f59eecc7136ebdd148f2c6c6422b7a2bc0637e340322e09bc005eb00355db03c,f59eecc7136ebdd148f2c6c6422b7a2bc0637e340322e09bc005eb00355db03c,true,true,true,true,true
74,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1/covapie_admit_011_raw_target_field_occurrence_inventory.csv,committed_csv,100644,09a738c169fd3819290060ceb743cef2a9594def200b4625d4d82349eb896af0,09a738c169fd3819290060ceb743cef2a9594def200b4625d4d82349eb896af0,true,true,true,true,true
75,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1/covapie_admit_011_raw_target_context_responsibility_matrix.csv,committed_csv,100644,0f3772e65db51623fe7ab477e97cc7fc98166755f39d172ef017a87c7ebfba24,0f3772e65db51623fe7ab477e97cc7fc98166755f39d172ef017a87c7ebfba24,true,true,true,true,true
