evidence_id,source_namespace,source_commit,source_path,source_sha256,authority_class,provides_dimensions,lineage_note,verified
E11,git_object,51810f19e0bbb96171a7dd3aebd72ef08eda0200,src/covalent_ext/covapie_current11_unified_effective_authority_view_v1.py,c8f2af8fc0d5dd2f8c42e527cc3db34620b2992f567d59f32a19842254dac4f4,contract,effective_boundary_precedence,unified_effective_authority_builder,true
E12,git_object,b917bf16ae4e08f35c20074300142e3c7cedbabf,src/covalent_ext/covapie_current11_real_human_review_submission_bundle_compiler_v1.py,d9d76dd1538e4e929d988f3ad39f11bf390b2ffbb9158ed93238604f4457791d,review_contract,legacy_review_scope,legacy_worklist_frozen_and_human_fields,true
E13,git_object,7bf2d25bfcef55b8de2a064d6b20d9206b1e5298,src/covalent_ext/covapie_current11_real_human_review_ingestion_execution_bundle_v1.py,78d0124c7fba182f75542a128ee7a2707580e7f05dcbdc24103eae5bebbb969c,review_contract,legacy_ingestion_scope,legacy_ingestion_semantics,true
E14,git_object,433e4c3e95a13a02e8cfefbecd28d79d62df37c1,src/covalent_ext/covapie_current11_multi_boundary_human_review_submission_bundle_compiler_v1.py,951b872f46e9e404f9f403776dad8096ef38d9412e813f2a06bfa6ad2aeb844a,review_contract,multi_review_scope,multi_boundary_frozen_and_human_fields,true
E15,git_object,ab7eff978e97823d3205f919584893dc87c544f2,src/covalent_ext/covapie_current11_multi_boundary_human_review_ingestion_execution_bundle_v1.py,ca6baf51becd354f7d78763b34c122e66a13b1f51fc7ba16cd896832a573e422,review_contract,multi_ingestion_scope,multi_boundary_ingestion_semantics,true
E16,git_object,ddf3852519cac5eb0d0e50ef919c15ca36fc127a,src/covalent_ext/covapie_current11_multi_boundary_authority_bundle_v1.py,1c270d4a0402445220f5735ca875c065e6d5051c0317fa3ef96d74e2741d8d90,authority_builder,multi_authority_scope,multi_boundary_authority_bundle,true
E17,git_object,51810f19e0bbb96171a7dd3aebd72ef08eda0200,docs/covapie_current11_unified_effective_authority_view_v1_guide.md,7ec4104f6501c09ec93fdf4a3d4c67350b37169c23829f3b5aeee661cd02acad,contract,unified_scope,unified_scope_and_precedence,true
E18,git_object,0fda7b9e8fc56941e005f3e8b5e67fa2ceaa4ca1,docs/covapie_ligand_role_and_minimal_seed_annotation_contract_design_v1_summary.md,a3cf85a476a97e564e192963d23476f14c79af428046677a5c9a5b8a9ca1453c,contract,approved_smarts_requirement,mapped_smarts_requirement,true
S01,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_unified_effective_authority_view_v1.json,f4178987f3c3eed0e248f6d3d5f22cb8bce1839d39ab08aff0bff9d2ef9f3774,formal_state,effective_boundary_authority_and_lineage,unified_effective_authority;transitively bound through unified effective authority view;direct_producer_commit=51810f19e0bbb96171a7dd3aebd72ef08eda0200,true
S02,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_real_human_review_submission_bundle_v1.json,b40c7fad5eedfd5208dd3bc8919cf0aedfe4c22887c27e49475c29a9fcd2b0f3,formal_state,effective_boundary_authority_and_lineage,legacy_submission;transitively bound through unified effective authority view;direct_producer_commit=b917bf16ae4e08f35c20074300142e3c7cedbabf,true
S03,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_real_human_review_ingestion_execution_bundle_v1.json,e7099dd28ba51c6935aa4b534815abd1a9f6f46f60be3553d1bb54f1dd4d8dfb,formal_state,effective_boundary_authority_and_lineage,legacy_ingestion;transitively bound through unified effective authority view;direct_producer_commit=7bf2d25bfcef55b8de2a064d6b20d9206b1e5298,true
S04,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_multi_boundary_human_review_submission_bundle_v1.json,1e59537e6802d5500f4adce418a481a5b730968f4ecdfa73b8c90c7946e2ee24,formal_state,effective_boundary_authority_and_lineage,multi_boundary_submission;transitively bound through unified effective authority view;direct_producer_commit=433e4c3e95a13a02e8cfefbecd28d79d62df37c1,true
S05,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_multi_boundary_human_review_ingestion_execution_bundle_v1.json,d837ee22f9fa39fcc9f70ebd1a639e4abd899af4b2c4fd5995c436ceefe7b018,formal_state,effective_boundary_authority_and_lineage,multi_boundary_ingestion;transitively bound through unified effective authority view;direct_producer_commit=ab7eff978e97823d3205f919584893dc87c544f2,true
S06,sha_bound_formal_state,1cdbca345483022ece967b24de37013b77349cd4,state://manual-review/covapie_current11_multi_boundary_authority_bundle_v1.json,631f134390abd29311a5a8a5ff20b42e4ddd73fd0c37b5f2b9b5f899d055ea41,formal_state,effective_boundary_authority_and_lineage,multi_boundary_authority;transitively bound through unified effective authority view;direct_producer_commit=ddf3852519cac5eb0d0e50ef919c15ca36fc127a,true
S07,filesystem_review_scope_witness,b917bf16ae4e08f35c20074300142e3c7cedbabf,state://manual-review/current11-warhead-boundary-v1/README.md,a987c68f3ddd3fffdf7e4f21fd45cc666e065e33a1a588e4698ef508c95a941c,review_scope_witness,review_schema_and_attestation_scope,legacy_review_guide,true
S08,filesystem_review_scope_witness,b917bf16ae4e08f35c20074300142e3c7cedbabf,state://manual-review/current11-warhead-boundary-v1/review_worklist.csv,b1c26b28182fa40fcaf8bb2b8f0ffb7ed43455c0ea11833ac2657be9b9282c1c,review_scope_witness,review_schema_and_attestation_scope,legacy_completed_worklist,true
S09,filesystem_review_scope_witness,433e4c3e95a13a02e8cfefbecd28d79d62df37c1,state://manual-review/current11-multi-boundary-review-v1-r2-human-completed/README.md,a69ca7603f2931a22955729ca482793f1c2583f6e641465a77bfe5aa583ae30d,review_scope_witness,review_schema_and_attestation_scope,multi_boundary_review_guide,true
S10,filesystem_review_scope_witness,433e4c3e95a13a02e8cfefbecd28d79d62df37c1,state://manual-review/current11-multi-boundary-review-v1-r2-human-completed/multi_boundary_review_worklist.csv,4e5faea03242714060ef681566741f8dfc1e14268b7cf6b7a75b8cbf92144e88,review_scope_witness,review_schema_and_attestation_scope,multi_boundary_completed_worklist,true
