canonical_event_id,review_unit_id,source_template_sha256,published_event_inventory_sha256,canonical_five_mask_contract_sha256,completed_lane,task_domain_relevance_label_available,task_domain_relevance_label,positive_generative_supervision_eligible,reactive_atom_pair_label_available,protein_reactive_atom,ligand_reactive_atom,warhead_atom_set_label_available,warhead_atom_ids_json,role_partition_label_available,scaffold_atom_ids_json,linker_atom_ids_json,role_warhead_atom_ids_json,post_geometry_usability_label_available,post_geometry_training_usable,post_geometry_supervision_available,event_training_use_label_available,event_training_use_decision,approved_canonical_reaction_family_target_available,canonical_reaction_family_id,proposed_family_label_non_authoritative,proposed_family_label_is_training_class_target,warhead_type_classification_target_available,warhead_type_classification_target_id,warhead_type_classification_availability_status,production_family_authority_created,experimental_pre_geometry_target_available,experimental_pre_geometry_target,experimental_pre_geometry_availability_status,mask_A_warhead_only_available,mask_A_warhead_only_target_atom_ids_json,mask_B_linker_plus_warhead_available,mask_B_linker_plus_warhead_target_atom_ids_json,mask_B2_scaffold_plus_warhead_available,mask_B2_scaffold_plus_warhead_target_atom_ids_json,mask_B3_scaffold_only_available,mask_B3_scaffold_only_target_atom_ids_json,mask_C_scaffold_plus_linker_plus_warhead_available,mask_C_scaffold_plus_linker_plus_warhead_target_atom_ids_json,five_mask_derivation_status,label_availability_status
COVAPIE_CYS_SG_EVENT_V1:3LOK:A:CYS:345-:SG:C:DJK:C51,COVAPIE_BULK_REVIEW_UNIT_5720D0B933DA07F1,75414a6a30a03530128cbc189c49273b6363eace65cdd4db81a1fdc7978ab2e0,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C51,true,"[""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3""]","[""N11""]","[""C10"",""C11"",""C51"",""O61""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_N_SUBSTITUTED_ACRYLAMIDE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C10"",""C11"",""C51"",""O61""]",true,"[""N11"",""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3"",""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3"",""N11"",""C10"",""C11"",""C51"",""O61""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3LOK:B:CYS:345-:SG:D:DJK:C51,COVAPIE_BULK_REVIEW_UNIT_5720D0B933DA07F1,75414a6a30a03530128cbc189c49273b6363eace65cdd4db81a1fdc7978ab2e0,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C51,true,"[""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3""]","[""N11""]","[""C10"",""C11"",""C51"",""O61""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_N_SUBSTITUTED_ACRYLAMIDE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C10"",""C11"",""C51"",""O61""]",true,"[""N11"",""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3"",""C10"",""C11"",""C51"",""O61""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3""]",true,"[""BR"",""C13"",""C17"",""C18"",""C19"",""C20"",""C21"",""C22"",""C3"",""C4"",""C5"",""C6"",""C7"",""C8"",""C9"",""N1"",""N2"",""N3"",""N11"",""C10"",""C11"",""C51"",""O61""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3I4A:A:CYS:274-:SG:C:LN5:CZ,COVAPIE_BULK_REVIEW_UNIT_EBAE6C684690C8C9,14926cdf5fc1917743270122a06253dbf6c801820cb40137eeb320ba0ce1280a,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,CZ,true,"[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2""]","[""CB"",""CD"",""CG""]","[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,YES,true,true,INCLUDE,false,,REVERSIBLE_CYS_SG_ADDITION_TO_N_SUBSTITUTED_PROPIONAMIDINE_IMIDIC_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""CB"",""CD"",""CG"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2"",""CB"",""CD"",""CG"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3I4A:B:CYS:274-:SG:D:LN5:CZ,COVAPIE_BULK_REVIEW_UNIT_EBAE6C684690C8C9,14926cdf5fc1917743270122a06253dbf6c801820cb40137eeb320ba0ce1280a,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,CZ,true,"[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2""]","[""CB"",""CD"",""CG""]","[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,YES,true,true,INCLUDE,false,,REVERSIBLE_CYS_SG_ADDITION_TO_N_SUBSTITUTED_PROPIONAMIDINE_IMIDIC_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""CB"",""CD"",""CG"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2""]",true,"[""C"",""CA"",""N"",""OA1"",""OA2"",""CB"",""CD"",""CG"",""CH1"",""CT1"",""CZ"",""NE"",""NH2""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3O6T:A:CYS:37-:SG:E:PX5:C15,COVAPIE_BULK_REVIEW_UNIT_F02164FD5061B6D5,df9c14bd64f12e2d290ee79fdb1288e0600d79d015291e3dd176e2353bb08ab9,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C15,true,"[""C10"",""C11"",""C12"",""C13"",""C14"",""C15"",""O16"",""O17""]",true,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C8"",""N9"",""S7""]",[],"[""C10"",""C11"",""C12"",""C13"",""C14"",""C15"",""O16"",""O17""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_4_SUBSTITUTED_4_HYDROXYCYCLOHEXA_2_5_DIEN_1_ONE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,false,,false,,false,,false,,false,,UNAVAILABLE_CURRENT_EXACT3_CONTRACT_REQUIRES_EACH_PRIMARY_ROLE_NONEMPTY,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3O6T:C:CYS:37-:SG:G:PX5:C15,COVAPIE_BULK_REVIEW_UNIT_F02164FD5061B6D5,df9c14bd64f12e2d290ee79fdb1288e0600d79d015291e3dd176e2353bb08ab9,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C15,true,"[""C10"",""C11"",""C12"",""C13"",""C14"",""C15"",""O16"",""O17""]",true,"[""C1"",""C2"",""C3"",""C4"",""C5"",""C6"",""C8"",""N9"",""S7""]",[],"[""C10"",""C11"",""C12"",""C13"",""C14"",""C15"",""O16"",""O17""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_4_SUBSTITUTED_4_HYDROXYCYCLOHEXA_2_5_DIEN_1_ONE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,false,,false,,false,,false,,false,,UNAVAILABLE_CURRENT_EXACT3_CONTRACT_REQUIRES_EACH_PRIMARY_ROLE_NONEMPTY,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3KHU:A:CYS:276-:SG:G:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:3KHU:B:CYS:276-:SG:L:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:3KHU:C:CYS:276-:SG:S:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:3KHU:D:CYS:276-:SG:X:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:3KHU:E:CYS:276-:SG:AA:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:3KHU:F:CYS:276-:SG:IA:UPG:C6',COVAPIE_BULK_REVIEW_UNIT_FF0D6AE54C3F23F4,ab9711bb7a4c71764444dd66cc3ba461421ba218190c44cae529ae1e2786a445,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
