case_id,case_group,field_name,expected_value,design_value,runtime_value,expected_design_exact_type,expected_runtime_exact_type,design_runtime_exact_type,three_way_parity_verified
TYPE_RESULT_SUBCLASS,type,reason,"""ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID""",true,true,true,true
TYPE_RESULT_SUBCLASS,type,source_scope_id,"""""","""""","""""",true,true,true,true
TYPE_RESULT_SUBCLASS,type,candidate_count,0,0,0,true,true,true,true
TYPE_RESULT_SUBCLASS,type,admit_014_outcome,"""""","""""","""""",true,true,true,true
TYPE_RESULT_SUBCLASS,type,candidate_combined_outcomes,[],[],[],true,true,true,true
TYPE_RESULT_SUBCLASS,type,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
TYPE_RESULT_SUBCLASS,type,call_site_decision_reason,"""""","""""","""""",true,true,true,true
TYPE_RESULT_SUBCLASS,type,invalid_candidate_indexes,[],[],[],true,true,true,true
TYPE_RESULT_SUBCLASS,type,blocked_candidate_indexes,[],[],[],true,true,true,true
TYPE_RESULT_SUBCLASS,type,failing_candidate_indexes,[],[],[],true,true,true,true
TYPE_RESULT_SUBCLASS,type,source_lineage_verified,false,false,false,true,true,true,true
TYPE_RESULT_SUBCLASS,type,transition_eligible,false,false,false,true,true,true,true
TYPE_RESULT_SUBCLASS,type,action_permission_granted,false,false,false,true,true,true,true
TYPE_RESULT_SUBCLASS,type,download_action_invoked,false,false,false,true,true,true,true
TYPE_RESULT_SUBCLASS,type,bridge_io_used,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
TYPE_DECISION_WRONG,type,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
TYPE_DECISION_WRONG,type,passed,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,blocks_transition,true,true,true,true,true,true,true
TYPE_DECISION_WRONG,type,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""",true,true,true,true
TYPE_DECISION_WRONG,type,source_scope_id,"""""","""""","""""",true,true,true,true
TYPE_DECISION_WRONG,type,candidate_count,0,0,0,true,true,true,true
TYPE_DECISION_WRONG,type,admit_014_outcome,"""""","""""","""""",true,true,true,true
TYPE_DECISION_WRONG,type,candidate_combined_outcomes,[],[],[],true,true,true,true
TYPE_DECISION_WRONG,type,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
TYPE_DECISION_WRONG,type,call_site_decision_reason,"""""","""""","""""",true,true,true,true
TYPE_DECISION_WRONG,type,invalid_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_WRONG,type,blocked_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_WRONG,type,failing_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_WRONG,type,source_lineage_verified,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,transition_eligible,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,action_permission_granted,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,download_action_invoked,false,false,false,true,true,true,true
TYPE_DECISION_WRONG,type,bridge_io_used,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,passed,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,blocks_transition,true,true,true,true,true,true,true
TYPE_DECISION_SUBCLASS,type,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,source_scope_id,"""""","""""","""""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,candidate_count,0,0,0,true,true,true,true
TYPE_DECISION_SUBCLASS,type,admit_014_outcome,"""""","""""","""""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,candidate_combined_outcomes,[],[],[],true,true,true,true
TYPE_DECISION_SUBCLASS,type,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,call_site_decision_reason,"""""","""""","""""",true,true,true,true
TYPE_DECISION_SUBCLASS,type,invalid_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_SUBCLASS,type,blocked_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_SUBCLASS,type,failing_candidate_indexes,[],[],[],true,true,true,true
TYPE_DECISION_SUBCLASS,type,source_lineage_verified,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,transition_eligible,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,action_permission_granted,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,download_action_invoked,false,false,false,true,true,true,true
TYPE_DECISION_SUBCLASS,type,bridge_io_used,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_SCHEMA,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_SCHEMA,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_SCHEMA,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_SCHEMA,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_SCHEMA,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_SCHEMA,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_STORAGE,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_STORAGE,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_STORAGE,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_STORAGE,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_STORAGE,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_STORAGE,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_STORAGE,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_STORAGE,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_TUPLE_SUBCLASS,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_COUNT,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_COUNT,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_COUNT,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_COUNT,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_COUNT,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_COUNT,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_COUNT,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_COUNT,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_COUNT,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_COUNT,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_COUNT,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_COUNT,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_COUNT,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_COUNT,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_MEMBERSHIP,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_CARDINALITY,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,passed,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
STAGE_IDENTITY,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
STAGE_IDENTITY,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
STAGE_IDENTITY,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
STAGE_IDENTITY,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
STAGE_IDENTITY,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
STAGE_IDENTITY,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,passed,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
RETAINED_IDENTITY,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,passed,false,false,false,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
UNIFIED_CORRUPT,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
