execution_row_id,source_name,source_type,query_key_type,query_key_value,attempted_current_step,fetch_url_or_strategy,network_status,http_status_or_error,retry_count_used,response_text_sha256,parsed_current_step,parsed_field_count,acquisition_execution_status,execution_audit_passed,qa_comment
CYS_SG_NEXT_EXEC_000015,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1422,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1422,fetched,,,,True,10,complex_card_parsed_metadata_only,True,duplicate_against_existing_9_or_current_step
CYS_SG_NEXT_EXEC_000016,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1614,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1614,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000017,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1615,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1615,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000018,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1852,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1852,fetched,,,,True,10,complex_card_parsed_metadata_only,True,duplicate_against_existing_9_or_current_step
CYS_SG_NEXT_EXEC_000019,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1890,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1890,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000020,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000021,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2034,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2034,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000022,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2037,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2037,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000023,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2045,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2045,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000024,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2091,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2091,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000025,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2157,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2157,fetched,,,,True,10,complex_card_parsed_metadata_only,True,duplicate_against_existing_9_or_current_step
CYS_SG_NEXT_EXEC_000026,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=23,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=23,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000027,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2301,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2301,fetched,,,,True,10,complex_card_parsed_metadata_only,True,duplicate_against_existing_9_or_current_step
CYS_SG_NEXT_EXEC_000028,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=3,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=3,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000029,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=644,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=644,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000030,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=993,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=993,fetched,,,,True,10,complex_card_parsed_metadata_only,True,not_cys_residue
CYS_SG_NEXT_EXEC_000031,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=124,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=124,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000032,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1485,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1485,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000033,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1486,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1486,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000034,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1487,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1487,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000035,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1488,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1488,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000036,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1493,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1493,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000037,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1494,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1494,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000038,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1496,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1496,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000039,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1498,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1498,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000040,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1499,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1499,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000041,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1500,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1500,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000042,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1501,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1501,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000043,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1502,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1502,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000044,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1503,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=1503,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000045,CovPDB,covpdb_complex_card_metadata,complex_card_url,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2151,True,https://drug-discovery.vm.uni-freiburg.de/covpdb/complex_card/pdb_ligand_id=2151,fetched,,,,True,10,complex_card_parsed_metadata_only,True,
CYS_SG_NEXT_EXEC_000046,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,1ZB,True,https://data.rcsb.org/rest/v1/core/chemcomp/1ZB,fetched,,0,7a8fe65f1c9b13dc529f0a5fe342193473a01209de5a4b7c31d5f3ac3f13ac00,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000047,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,JUG,True,https://data.rcsb.org/rest/v1/core/chemcomp/JUG,fetched,,0,963229013defe7798071330d584a7c364ca4864918dd54f598808bf2936769f0,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000048,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,JY1,True,https://data.rcsb.org/rest/v1/core/chemcomp/JY1,fetched,,0,efa8ffd6969e411e0c820c0ecaa53507fb88d68c0eb4869b63475708297f5dfd,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000049,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,K2Z,True,https://data.rcsb.org/rest/v1/core/chemcomp/K2Z,fetched,,0,c15f3775eddc016e3c5f716e3a82ddf294758c848c1b6ce460931c45b4923015,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000050,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,K36,True,https://data.rcsb.org/rest/v1/core/chemcomp/K36,fetched,,0,5887ce07803ef5c19e00ac79fd704b8cedfbb85e2a4d59d24fdf825f0d758861,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000051,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,MDC,True,https://data.rcsb.org/rest/v1/core/chemcomp/MDC,fetched,,0,26949c9f78f06ef6ddb4b03d2b3eeb233cb2bcebde1f9dc6dcddbfd46469a0e5,True,7,rcsb_ccd_json_parsed,True,
CYS_SG_NEXT_EXEC_000052,RCSB CCD,rcsb_chemical_component_dictionary_metadata,het_code,UED,True,https://data.rcsb.org/rest/v1/core/chemcomp/UED,fetched,,0,355232a43c6a0912c2099fbbd3847d6e793d69f010f59029a67852249ea152d1,True,7,rcsb_ccd_json_parsed,True,
