source_order,source_relative_path,source_kind,boundary_necessity,tracked,base_tree_blob,filesystem_regular,non_symlink,expected_sha256,base_tree_sha256,filesystem_sha256,source_boundary_passed
13,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,committed_derived_csv,canonical_implementation_precondition,true,true,true,true,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,true
14,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,committed_derived_csv,canonical_implementation_precondition,true,true,true,true,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,true
15,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,committed_derived_csv,canonical_implementation_precondition,true,true,true,true,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,true
16,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,committed_derived_csv,canonical_implementation_precondition,true,true,true,true,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,true
17,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,production_source,Step14AP_group_assignment_and_membership,true,true,true,true,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,true
18,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_manifest.json,committed_manifest,Step14AP_group_assignment_and_membership,true,true,true,true,0609a4e7773c948c232e69fb4dafe5ace59d7bebea3f183f1d0d1629b93741cf,0609a4e7773c948c232e69fb4dafe5ace59d7bebea3f183f1d0d1629b93741cf,0609a4e7773c948c232e69fb4dafe5ace59d7bebea3f183f1d0d1629b93741cf,true
19,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,committed_derived_csv,Step14AP_group_assignment_and_membership,true,true,true,true,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,true
20,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,committed_derived_csv,Step14AP_group_assignment_and_membership,true,true,true,true,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,true
21,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/unified_sample_index.csv,committed_derived_csv,Step14AP_group_assignment_and_membership,true,true,true,true,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,true
22,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_unified_assignment_merge_issue_inventory.csv,committed_derived_csv,Step14AP_group_assignment_and_membership,true,true,true,true,068095310b4b0ec1d38c27e3b944977066aadd9f9203488ef7fe5bfcd744540c,068095310b4b0ec1d38c27e3b944977066aadd9f9203488ef7fe5bfcd744540c,068095310b4b0ec1d38c27e3b944977066aadd9f9203488ef7fe5bfcd744540c,true
23,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_unified_assignment_merge_safety_audit.csv,committed_derived_csv,Step14AP_group_assignment_and_membership,true,true,true,true,004df1f1ee9eae632f83cf19ded1b41e7130730316321d925bb9426b98857b42,004df1f1ee9eae632f83cf19ded1b41e7130730316321d925bb9426b98857b42,004df1f1ee9eae632f83cf19ded1b41e7130730316321d925bb9426b98857b42,true
24,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,production_source,Step14AQ_split_boundary,true,true,true,true,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,true
25,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_unified_leakage_split_materialization_smoke_manifest.json,committed_manifest,Step14AQ_split_boundary,true,true,true,true,697f4ad7d4d5afb7598862ad82b93db7f8e6c1aa05ea61a9162cae45a1d59bba,697f4ad7d4d5afb7598862ad82b93db7f8e6c1aa05ea61a9162cae45a1d59bba,697f4ad7d4d5afb7598862ad82b93db7f8e6c1aa05ea61a9162cae45a1d59bba,true
26,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,committed_derived_csv,Step14AQ_split_boundary,true,true,true,true,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,true
27,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,committed_derived_csv,Step14AQ_split_boundary,true,true,true,true,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,true
28,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_cross_split_leakage_audit.csv,committed_derived_csv,Step14AQ_split_boundary,true,true,true,true,8941aae3350156800ee0f6bbaa8088a3add6b130c9405664786cc0886c0577ce,8941aae3350156800ee0f6bbaa8088a3add6b130c9405664786cc0886c0577ce,8941aae3350156800ee0f6bbaa8088a3add6b130c9405664786cc0886c0577ce,true
29,src/covalent_ext/covapie_final_dataset_materialization_smoke.py,production_source,Step14AR_final_materialization_boundary,true,true,true,true,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,d173ef39bfc23304a419f37d0e002d3b817aa7261ee61e99ffe362effe1fa865,true
30,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_materialization_smoke_manifest.json,committed_manifest,Step14AR_final_materialization_boundary,true,true,true,true,6f25c8976b295749f3af6407c3bb8ce17cfbda9f18cb967df5fe9b47b480c433,6f25c8976b295749f3af6407c3bb8ce17cfbda9f18cb967df5fe9b47b480c433,6f25c8976b295749f3af6407c3bb8ce17cfbda9f18cb967df5fe9b47b480c433,true
31,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,committed_derived_csv,Step14AR_final_materialization_boundary,true,true,true,true,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,true
32,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/final_dataset_index.csv,committed_derived_csv,Step14AR_final_materialization_boundary,true,true,true,true,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,true
