occurrence_id,source_scope,source_path_namespace,source_path,line_start,line_end,ast_node_type,matched_semantic_pattern,expected_or_literal_mode,semantic_class,lifecycle_class,debt_disposition,is_git_tracked_source,is_external_covapie_state_source,mode_participates_in_admit_reject_decision,bytes_or_sha_also_checked,known_checkout_reconstruction_risk,recommended_v2_action,evidence_note
FMV2-9E6B2EFF88D1E6AE29AE,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,260,260,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[0].mode
FMV2-33A1440E4A833FCFCC1F,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,270,270,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[1].mode
FMV2-D8A6EA77A1A14B3D7D3D,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,280,280,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[2].mode
FMV2-63D50CFCF6F11206482E,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,290,290,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[3].mode
FMV2-63A462093EF3DD47D1B5,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,300,300,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[4].mode
FMV2-FAC15DE528C45893C18F,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,310,310,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[5].mode
FMV2-B303B4E98923C1CAD12D,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,320,320,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[6].mode
FMV2-02029C0EC1170E072756,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,330,330,JsonObjectField,json_source_binding_exact_posix_mode,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[7].mode
FMV2-B27CB67E37D136D70788,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,340,340,JsonObjectField,json_source_binding_exact_posix_mode,0644,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[8].mode
FMV2-3EE138EB5ABFC17D8E5D,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,350,350,JsonObjectField,json_source_binding_exact_posix_mode,0644,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[9].mode
FMV2-359081324C226CAC752B,EXTERNAL_COVAPIE_STATE_JSON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/2a2_formal_human_decision_v1.json,360,360,JsonObjectField,json_source_binding_exact_posix_mode,0600,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,JSON binding joins exact mode to path/bytes/SHA. JSON path=root.evidence_provenance.source_bindings[10].mode
FMV2-C4154B63A7A1F4EED69F,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,328,328,ModeAssignment,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-ACC76AF76062AA4E7D43,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,329,329,IfTest,exact_posix_mode_joined_to_byte_sha_source_identity,,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,True,True,freeze V1; no propagation; disposable replay only,Exact mode rejects source alongside byte/SHA identity.
FMV2-58C2A7B76757A3F76607,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,346,346,DictModeMetadata,mode_metadata_recording,,REPORTING_OR_DIAGNOSTIC_MODE_METADATA,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve reporting; exclude from identity,Mode metadata only; rejection is inventoried separately.
FMV2-0EFB6A1BD52B68D78945,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,377,379,SourceBindingCall,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-AD935EBCF4441CF727EE,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,382,382,SourceBindingCall,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-BBA08A2D77DCB76AE0B9,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,477,483,SourceBindingCall,candidate_or_output_mode_hygiene,0600,CANDIDATE_ARTIFACT_MODE_HYGIENE,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve non-executable 0644/0664 family,Operational artifact mode; not source identity.
FMV2-AA149057C81ABE4546E7,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,533,539,SourceBindingCall,candidate_or_output_mode_hygiene,0600,CANDIDATE_ARTIFACT_MODE_HYGIENE,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve non-executable 0644/0664 family,Operational artifact mode; not source identity.
FMV2-50D6B4881E63C22EEE60,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,579,581,SourceBindingCall,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2BDDF1347B76088E6E52,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,584,584,SourceBindingCall,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-EB546264213DCDC9818C,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,636,638,SourceBindingCall,candidate_or_output_mode_hygiene,0644,CANDIDATE_ARTIFACT_MODE_HYGIENE,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve non-executable 0644/0664 family,Operational artifact mode; not source identity.
FMV2-27E2838CA75FDE770FFD,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,640,640,SourceBindingCall,candidate_or_output_mode_hygiene,0644,CANDIDATE_ARTIFACT_MODE_HYGIENE,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve non-executable 0644/0664 family,Operational artifact mode; not source identity.
FMV2-1C6BD768343E453E4CD8,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,1348,1348,IfTest,regular_symlink_executable_or_writable_safety_check,0775,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-8D614FCAF24C25BD5997,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,1353,1353,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-24B4E9487333EA98AD21,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,1359,1359,IfTest,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-DCDD7660E9BB26EB3071,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/formal-human-decision-v1/validate_2a2_formal_human_decision_v1.py,1385,1385,DictModeMetadata,mode_metadata_recording,,REPORTING_OR_DIAGNOSTIC_MODE_METADATA,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve reporting; exclude from identity,Mode metadata only; rejection is inventoried separately.
FMV2-651BACC6AE980D451FDC,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/human-review-preview-v1/validate_2a2_human_review_scientific_preview_v1.py,829,829,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-25C0B4CEB25B39677434,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/human-review-preview-v1/validate_2a2_human_review_scientific_preview_v1.py,835,835,IfTest,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-CDC491E96D15953698DC,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/human-review-preview-v1/validate_2a2_human_review_scientific_preview_v1.py,860,860,DictModeMetadata,mode_metadata_recording,,REPORTING_OR_DIAGNOSTIC_MODE_METADATA,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,True,False,preserve reporting; exclude from identity,Mode metadata only; rejection is inventoried separately.
FMV2-2B0F546EC4241E06433F,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/review-preparation-v1/ligand_2a2_review_package_v1.py,2323,2323,ModeOperationCall,candidate_or_output_mode_hygiene,0664,CANDIDATE_ARTIFACT_MODE_HYGIENE,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve non-executable 0644/0664 family,Operational artifact mode; not source identity.
FMV2-4BD0EC4C4A5FB0936BFA,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/review-preparation-v1/ligand_2a2_review_package_v1.py,2342,2342,ModeOperationCall,regular_symlink_executable_or_writable_safety_check,0664,SECURITY_HYGIENE_MODE_CHECK,HISTORICAL_IMMUTABLE_V1,PRESERVE_AS_IS,False,True,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E0F3D3FD19F7507B1842,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/review-preparation-v1/ligand_2a2_review_package_v1.py,2354,2354,IfTest,exact_posix_mode_joined_to_byte_sha_source_identity,,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,False,True,freeze V1; no propagation; disposable replay only,Exact mode rejects source alongside byte/SHA identity.
FMV2-1D81CF9DB01FA9A1608D,EXTERNAL_COVAPIE_STATE_PYTHON,repository_parent_relative,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/2A2_COVAPIE_BULK_REVIEW_UNIT_6B422BBF7FAD44F6/review-preparation-v1/ligand_2a2_review_package_v1.py,2366,2366,IfTest,exact_posix_mode_joined_to_byte_sha_source_identity,0664,SEMANTIC_SOURCE_IDENTITY_EXACT_POSIX_MODE,HISTORICAL_IMMUTABLE_V1,PRESERVE_HISTORICAL_BUT_DO_NOT_PROPAGATE,False,True,True,False,True,freeze V1; no propagation; disposable replay only,Exact mode rejects source alongside byte/SHA identity.
