truth_order,truth_group,case_id,input_summary,admission_rule_id,outcome,passed,blocks_candidate,reason,canonical_leakage_group_id,validated_candidate_fields,consumed_candidate_fields,consumed_context_items,evaluator_io_used,design_oracle_full_result,exact10_equal_field_count,formal_design_exact10_parity,expected_precedence,truth_passed
11,candidate_scalar,candidate_leading_whitespace,"leakage_group_id=str:' COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
12,candidate_scalar,candidate_trailing_whitespace,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001 ';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
13,candidate_scalar,candidate_unicode_digit,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_00000١';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_NON_ASCII,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_NON_ASCII"",""validated_candidate_fields"":[]}",10,true,3,true
14,candidate_scalar,candidate_canonical,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,passed,true,false,,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,21,true
15,context_type,context_none,leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=NoneType:None,ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,5,true
16,context_type,context_dict,leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=dict:{},ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,5,true
17,context_type,context_dataclass_subclass,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=ContractSubclass:_truth_rows.<locals>.ContractSubclass(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_TYPE_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,5,true
18,context_type,context_exact_type,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,passed,true,false,,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,21,true
19,static_fields,contract_version_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='v2', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_VERSION_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_CONTRACT_VERSION_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,6,true
20,static_fields,candidate_field_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='final_leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,7,true
21,static_fields,historical_field_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,7,true
22,static_fields,mapping_rule_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='renumber', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_PROVENANCE_FIELD_MAPPING_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,8,true
23,static_fields,policy_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='other_policy_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_POLICY_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_POLICY_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,9,true
24,static_fields,policy_version_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v2', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_POLICY_VERSION_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_POLICY_VERSION_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,10,true
25,static_fields,stage_kind_wrong,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='post_split', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_STAGE_KIND_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_STAGE_KIND_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,11,true
