case_order,case_id,case_group,assertion_kind,inherited_case_id,stage_context_representation,expected_design_result,observed_formal_result,exact_type_value_equality,evaluator_io_used,formal_source,truth_passed
16,STRING_FALSE,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,STRING_FALSE,{'current_stage_training_authorized': 'false'},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
17,STRING_TRUE,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,STRING_TRUE,{'current_stage_training_authorized': 'true'},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
18,NONE_VALUE,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,NONE_VALUE,{'current_stage_training_authorized': None},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
19,LIST_VALUE,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,LIST_VALUE,{'current_stage_training_authorized': []},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
20,DICT_VALUE,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,DICT_VALUE,{'current_stage_training_authorized': {}},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
21,CUSTOM_TRUTHY,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,CUSTOM_TRUTHY,{'current_stage_training_authorized': <CUSTOM_TRUTHY>},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
22,CUSTOM_FALSY,invalid_exact_type,actual_evaluator_independent_oracle_exact9_projection,CUSTOM_FALSY,{'current_stage_training_authorized': <CUSTOM_FALSY>},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
23,EXACT_FALSE,business_outcome,actual_evaluator_independent_oracle_exact9_projection,EXACT_FALSE,{'current_stage_training_authorized': False},"('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
24,EXACT_TRUE,business_outcome,actual_evaluator_independent_oracle_exact9_projection,EXACT_TRUE,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
25,ADMIT015_PLUS_TRUE,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,ADMIT015_PLUS_TRUE,"{'current_stage_download_authorized': False, 'current_stage_training_authorized': True}","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
26,ADMIT015_PLUS_FALSE,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,ADMIT015_PLUS_FALSE,"{'current_stage_download_authorized': True, 'current_stage_training_authorized': False}","('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
27,MANY_EXTRA_PLUS_TRUE,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,MANY_EXTRA_PLUS_TRUE,"{'extra_0': <OBJECT>, 'extra_1': <OBJECT>, 'extra_2': <OBJECT>, 'extra_3': <OBJECT>, 'extra_4': <OBJECT>, 'extra_5': <OBJECT>, 'extra_6': <OBJECT>, 'extra_7': <OBJECT>, 'extra_8': <OBJECT>, 'extra_9': <OBJECT>, 'extra_10': <OBJECT>, 'extra_11': <OBJECT>, 'extra_12': <OBJECT>, 'extra_13': <OBJECT>, 'extra_14': <OBJECT>, 'extra_15': <OBJECT>, 'extra_16': <OBJECT>, 'extra_17': <OBJECT>, 'extra_18': <OBJECT>, 'extra_19': <OBJECT>, 'current_stage_training_authorized': True}","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
28,ITERATION_RAISES,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,ITERATION_RAISES,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
29,LEN_RAISES,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,LEN_RAISES,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
30,GET_RAISES,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,GET_RAISES,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
31,CONTAINS_RAISES,mapping_behavior,actual_evaluator_independent_oracle_exact9_projection,CONTAINS_RAISES,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
32,PROJECTION_OMITTED,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_OMITTED,<MISSING>,"('ADMIT_015', 'blocked', False, True, 'STAGE_AUTHORIZATION_CONTEXT_REQUIRED', (), (), (), False)","('ADMIT_015', 'blocked', False, True, 'STAGE_AUTHORIZATION_CONTEXT_REQUIRED', (), (), (), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
33,PROJECTION_MISSING_KEY,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_MISSING_KEY,{},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_MISSING', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_MISSING', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
34,PROJECTION_LOOKUP_FAILED,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_LOOKUP_FAILED,<Mapping:RuntimeError>,"('ADMIT_015', 'blocked', False, True, 'STAGE_AUTHORIZATION_CONTEXT_LOOKUP_FAILED', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'STAGE_AUTHORIZATION_CONTEXT_LOOKUP_FAILED', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
35,PROJECTION_INVALID_TYPE,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_INVALID_TYPE,{'current_stage_training_authorized': 'true'},"('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'CURRENT_STAGE_TRAINING_AUTHORIZED_TYPE_INVALID', (), (), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
36,PROJECTION_FALSE,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_FALSE,{'current_stage_training_authorized': False},"('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'blocked', False, True, 'TRAINING_NOT_AUTHORIZED', (('current_stage_training_authorized', False),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
37,PROJECTION_TRUE,result_projection,actual_evaluator_independent_oracle_exact9_projection,PROJECTION_TRUE,{'current_stage_training_authorized': True},"('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)","('ADMIT_015', 'passed', True, False, '', (('current_stage_training_authorized', True),), ('current_stage_training_authorized',), ('current_stage_training_authorized',), False)",true,false,evaluate_admit_015|Admit015EvaluationResult,true
38,WRONG_ADMISSION_RULE_ID,negative_result_contract,actual_result_malformed_direct_construction_rejected,WRONG_ADMISSION_RULE_ID,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
39,UNKNOWN_OUTCOME,negative_result_contract,actual_result_malformed_direct_construction_rejected,UNKNOWN_OUTCOME,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
40,PASSED_NONEXACT_BOOL,negative_result_contract,actual_result_malformed_direct_construction_rejected,PASSED_NONEXACT_BOOL,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
41,BLOCKS_NONEXACT_BOOL,negative_result_contract,actual_result_malformed_direct_construction_rejected,BLOCKS_NONEXACT_BOOL,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
42,IO_NONEXACT_BOOL,negative_result_contract,actual_result_malformed_direct_construction_rejected,IO_NONEXACT_BOOL,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
43,IO_TRUE,negative_result_contract,actual_result_malformed_direct_construction_rejected,IO_TRUE,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
44,PASS_NONEMPTY_REASON,negative_result_contract,actual_result_malformed_direct_construction_rejected,PASS_NONEMPTY_REASON,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
45,BLOCK_EMPTY_REASON,negative_result_contract,actual_result_malformed_direct_construction_rejected,BLOCK_EMPTY_REASON,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
46,CANONICAL_LIST,negative_result_contract,actual_result_malformed_direct_construction_rejected,CANONICAL_LIST,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
47,CANONICAL_TUPLE_SUBCLASS,negative_result_contract,actual_result_malformed_direct_construction_rejected,CANONICAL_TUPLE_SUBCLASS,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
48,PAIR_TUPLE_SUBCLASS,negative_result_contract,actual_result_malformed_direct_construction_rejected,PAIR_TUPLE_SUBCLASS,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
49,WRONG_CANONICAL_KEY,negative_result_contract,actual_result_malformed_direct_construction_rejected,WRONG_CANONICAL_KEY,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
50,NONBOOL_CANONICAL_VALUE,negative_result_contract,actual_result_malformed_direct_construction_rejected,NONBOOL_CANONICAL_VALUE,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
51,DUPLICATE_CANONICAL_PAIR,negative_result_contract,actual_result_malformed_direct_construction_rejected,DUPLICATE_CANONICAL_PAIR,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
52,VALIDATED_LIST,negative_result_contract,actual_result_malformed_direct_construction_rejected,VALIDATED_LIST,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
53,VALIDATED_TUPLE_SUBCLASS,negative_result_contract,actual_result_malformed_direct_construction_rejected,VALIDATED_TUPLE_SUBCLASS,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
54,UNKNOWN_VALIDATED_FIELD,negative_result_contract,actual_result_malformed_direct_construction_rejected,UNKNOWN_VALIDATED_FIELD,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
55,DUPLICATE_VALIDATED_FIELD,negative_result_contract,actual_result_malformed_direct_construction_rejected,DUPLICATE_VALIDATED_FIELD,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
56,CONSUMED_LIST,negative_result_contract,actual_result_malformed_direct_construction_rejected,CONSUMED_LIST,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
57,CONSUMED_TUPLE_SUBCLASS,negative_result_contract,actual_result_malformed_direct_construction_rejected,CONSUMED_TUPLE_SUBCLASS,<MISSING>,RESULT_CONTRACT_REJECTED:TypeError,RESULT_CONTRACT_REJECTED:TypeError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
58,UNKNOWN_CONSUMED_FIELD,negative_result_contract,actual_result_malformed_direct_construction_rejected,UNKNOWN_CONSUMED_FIELD,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
59,DUPLICATE_CONSUMED_FIELD,negative_result_contract,actual_result_malformed_direct_construction_rejected,DUPLICATE_CONSUMED_FIELD,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
60,CANONICAL_VALIDATED_MISMATCH,negative_result_contract,actual_result_malformed_direct_construction_rejected,CANONICAL_VALIDATED_MISMATCH,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
61,VALIDATED_CONSUMED_MISMATCH,negative_result_contract,actual_result_malformed_direct_construction_rejected,VALIDATED_CONSUMED_MISMATCH,<MISSING>,RESULT_CONTRACT_REJECTED:ValueError,RESULT_CONTRACT_REJECTED:ValueError,true,false,evaluate_admit_015|Admit015EvaluationResult,true
