case_id,case_group,admission_rule_id,expected_outcome,observed_outcome,expected_reason,observed_reason,formal_call_count,scope_oracle_call_count,atom_oracle_call_count,phase4_parity,case_passed
A005_EXACT22_INVALID_RESIDUE_001,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_TYPE_INVALID,COVALENT_RESIDUE_NAME_TYPE_INVALID,1,1,1,false,true
A005_EXACT22_INVALID_RESIDUE_002,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_TYPE_INVALID,COVALENT_RESIDUE_NAME_TYPE_INVALID,1,1,1,false,true
A005_EXACT22_INVALID_RESIDUE_003,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_EMPTY,COVALENT_RESIDUE_NAME_EMPTY,1,1,1,false,true
A005_EXACT22_INVALID_RESIDUE_004,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_NON_ASCII,COVALENT_RESIDUE_NAME_NON_ASCII,1,1,1,false,true
A005_EXACT22_INVALID_RESIDUE_005,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_SYNTAX_INVALID,COVALENT_RESIDUE_NAME_SYNTAX_INVALID,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_001,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_TYPE_INVALID,COVALENT_RESIDUE_ATOM_NAME_TYPE_INVALID,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_002,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_TYPE_INVALID,COVALENT_RESIDUE_ATOM_NAME_TYPE_INVALID,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_003,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_EMPTY,COVALENT_RESIDUE_ATOM_NAME_EMPTY,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_004,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_NON_ASCII,COVALENT_RESIDUE_ATOM_NAME_NON_ASCII,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_005,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_WHITESPACE_FORBIDDEN,COVALENT_RESIDUE_ATOM_NAME_WHITESPACE_FORBIDDEN,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_006,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_WHITESPACE_FORBIDDEN,COVALENT_RESIDUE_ATOM_NAME_WHITESPACE_FORBIDDEN,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_007,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_MARKER_FORBIDDEN,COVALENT_RESIDUE_ATOM_NAME_MARKER_FORBIDDEN,1,1,1,false,true
A005_EXACT22_INVALID_ATOM_008,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_ATOM_NAME_MARKER_FORBIDDEN,COVALENT_RESIDUE_ATOM_NAME_MARKER_FORBIDDEN,1,1,1,false,true
A005_EXACT22_PRECEDENCE_001,admit005_exact22,ADMIT_005,invalid,invalid,COVALENT_RESIDUE_NAME_SYNTAX_INVALID,COVALENT_RESIDUE_NAME_SYNTAX_INVALID,1,1,1,false,true
A005_SOURCE_WRONG_TYPE,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,0,false,true
A005_SOURCE_SUBCLASS,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,0,false,true
A005_SOURCE_RULE_ID,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,0,false,true
A005_SOURCE_FIELD_INVARIANT,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,0,false,true
A005_SOURCE_IO,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,0,false,true
A005_SOURCE_CONSUMED,admit005_source_prevalidation,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,0,false,true
A005_ORACLE_MISMATCH,admit005_oracle_mismatch,ADMIT_005,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,1,1,false,true
BOUNDARY_EXACT5,registry_boundary,,registered_count=5,registered_count=5,,,0,0,0,false,true
BOUNDARY_006_015,registry_boundary,,registered=false,registered=false,,,0,0,0,false,true
BOUNDARY_NO_ALL,registry_boundary,,evaluate_all_rules=false,evaluate_all_rules=false,,,0,0,0,false,true
