canonical_event_id,sample_identity,lineage_id,current_runtime_model_usable_before,current_runtime_model_usable_after,leakage_evidence_complete,leakage_classification,leakage_key,leakage_group_id_before,leakage_group_id_after,formal_split_authoritative_before,formal_split_before,formal_split_authoritative_after,formal_split_after,split_membership_count,split_closure_status,assignment_policy,training_admission_readiness,exclusion_reason
COVAPIE_CYS_SG_EVENT_V1:1NFZ:B:CYS:67-:SG:H:EIP:C12,COVAPIE_CYS_SG_EVENT_V1:1NFZ:B:CYS:67-:SG:H:EIP:C12,CUMULATIVE1000_OTHER_HUMAN_RELEVANT_EXACT5,false,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:e7a58d0f727515486502a1b7fa007dd981f5f00713865b172fd6c8e1912d9f74,COVAPIE_EXPANSION_LEAKAGE_GROUP_32E02A3645C2DE25,COVAPIE_EXPANSION_LEAKAGE_GROUP_E9D0DFDD004B6129,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:2AX0:A:CYS:366-:SG:F:5X:C1,COVAPIE_CYS_SG_EVENT_V1:2AX0:A:CYS:366-:SG:F:5X:C1,CUMULATIVE1000_OTHER_HUMAN_RELEVANT_EXACT5,false,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:85b059dbd38155d2162f40ce3b0aeac919ec711e93ece0b59799d9113ff04cc0,COVAPIE_EXPANSION_LEAKAGE_GROUP_E9B8F9E6E33C93F2,COVAPIE_EXPANSION_LEAKAGE_GROUP_7F26B737102D844D,false,,true,validation,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:2AX0:B:CYS:366-:SG:K:5X:C1,COVAPIE_CYS_SG_EVENT_V1:2AX0:B:CYS:366-:SG:K:5X:C1,CUMULATIVE1000_OTHER_HUMAN_RELEVANT_EXACT5,false,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:85b059dbd38155d2162f40ce3b0aeac919ec711e93ece0b59799d9113ff04cc0,COVAPIE_EXPANSION_LEAKAGE_GROUP_E9B8F9E6E33C93F2,COVAPIE_EXPANSION_LEAKAGE_GROUP_7F26B737102D844D,false,,true,validation,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:2ZK1:A:CYS:285-:SG:C:PTG:C8,COVAPIE_CYS_SG_EVENT_V1:2ZK1:A:CYS:285-:SG:C:PTG:C8,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:2ZK1:B:CYS:285-:SG:D:PTG:C8,COVAPIE_CYS_SG_EVENT_V1:2ZK1:B:CYS:285-:SG:D:PTG:C8,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:2ZK2:A:CYS:285-:SG:D:PTG:C8,COVAPIE_CYS_SG_EVENT_V1:2ZK2:A:CYS:285-:SG:D:PTG:C8,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,COVAPIE_EXPANSION_LEAKAGE_GROUP_3157B39692D4D3EA,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:3B9H:A:CYS:146-:SG:D:NDU:C6,COVAPIE_CYS_SG_EVENT_V1:3B9H:A:CYS:146-:SG:D:NDU:C6,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3BHL:A:CYS:146-:SG:C:NDU:C6,COVAPIE_CYS_SG_EVENT_V1:3BHL:A:CYS:146-:SG:C:NDU:C6,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3BHL:B:CYS:146-:SG:G:NDU:C6,COVAPIE_CYS_SG_EVENT_V1:3BHL:B:CYS:146-:SG:G:NDU:C6,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3BHR:A:CYS:146-:SG:E:NDU:C6,COVAPIE_CYS_SG_EVENT_V1:3BHR:A:CYS:146-:SG:E:NDU:C6,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,COVAPIE_LEAKAGE_GROUP_000005,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3I4A:A:CYS:274-:SG:C:LN5:CZ,COVAPIE_CYS_SG_EVENT_V1:3I4A:A:CYS:274-:SG:C:LN5:CZ,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,true,validation,true,validation,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3I4A:B:CYS:274-:SG:D:LN5:CZ,COVAPIE_CYS_SG_EVENT_V1:3I4A:B:CYS:274-:SG:D:LN5:CZ,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,COVAPIE_EXPANSION_LEAKAGE_GROUP_8B76795E5CE26D95,true,validation,true,validation,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3LOK:A:CYS:345-:SG:C:DJK:C51,COVAPIE_CYS_SG_EVENT_V1:3LOK:A:CYS:345-:SG:C:DJK:C51,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:3LOK:B:CYS:345-:SG:D:DJK:C51,COVAPIE_CYS_SG_EVENT_V1:3LOK:B:CYS:345-:SG:D:DJK:C51,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,COVAPIE_EXPANSION_LEAKAGE_GROUP_B603B4C07705F93D,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:3O6T:A:CYS:37-:SG:E:PX5:C15,COVAPIE_CYS_SG_EVENT_V1:3O6T:A:CYS:37-:SG:E:PX5:C15,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,true,validation,true,validation,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:3O6T:C:CYS:37-:SG:G:PX5:C15,COVAPIE_CYS_SG_EVENT_V1:3O6T:C:CYS:37-:SG:G:PX5:C15,BATCH001_EXACT13_CURRENT_RUNTIME_AUTHORITY,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,COVAPIE_EXPANSION_LEAKAGE_GROUP_AD79B40D8A505F37,true,validation,true,validation,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:4DCD:A:CYS:147-:SG:C:K36:C21,4DCD/K36,EXACT16_K36_DIRECT_ATTACHMENT_LINEAGE,true,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:38289cfc9426aadd44b240713eb757765cfc77709548c278f9ee36109f943a1b,,COVAPIE_EXPANSION_LEAKAGE_GROUP_0AC2E11AA7B6CEE0,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:4F49:A:CYS:144-:SG:E:K36:C21,4F49/K36,EXACT16_K36_DIRECT_ATTACHMENT_LINEAGE,true,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:38289cfc9426aadd44b240713eb757765cfc77709548c278f9ee36109f943a1b,,COVAPIE_EXPANSION_LEAKAGE_GROUP_0AC2E11AA7B6CEE0,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:5F2E:A:CYS:12-:SG:E:5UT:C15,5F2E/5UT,APPROVED_EXPANSION_EXACT3_SAMPLE_LINEAGE,false,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:5WKJ:A:CYS:148-:SG:E:K36:C21,5WKJ/K36,EXACT16_K36_DIRECT_ATTACHMENT_LINEAGE,true,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:38289cfc9426aadd44b240713eb757765cfc77709548c278f9ee36109f943a1b,,COVAPIE_EXPANSION_LEAKAGE_GROUP_0AC2E11AA7B6CEE0,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:6BV5:A:CYS:353-:SG:B:JUG:CAG,CYS_SG_SAMPLE_INDEX_000003,EXACT16_CURRENT11_STRICT_LINKER_LINEAGE,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:6BV6:A:CYS:346-:SG:B:JUG:CAG,CYS_SG_SAMPLE_INDEX_000001,EXACT16_CURRENT11_STRICT_LINKER_LINEAGE,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:6BV8:A:CYS:353-:SG:B:JUG:CAG,CYS_SG_SAMPLE_INDEX_000002,EXACT16_CURRENT11_STRICT_LINKER_LINEAGE,true,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,COVAPIE_LEAKAGE_GROUP_000001,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:6DI9:A:CYS:481-:SG:B:GJJ:C33,6DI9/GJJ,APPROVED_EXPANSION_EXACT3_SAMPLE_LINEAGE,false,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_29510E7F8D2A7A5F,COVAPIE_EXPANSION_LEAKAGE_GROUP_29510E7F8D2A7A5F,COVAPIE_EXPANSION_LEAKAGE_GROUP_29510E7F8D2A7A5F,true,train,true,train,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_TRAIN_ADMITTED,
COVAPIE_CYS_SG_EVENT_V1:6L70:A:CYS:144-:SG:C:K36:C21,6L70/K36,EXACT16_K36_DIRECT_ATTACHMENT_LINEAGE,true,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:38289cfc9426aadd44b240713eb757765cfc77709548c278f9ee36109f943a1b,,COVAPIE_EXPANSION_LEAKAGE_GROUP_0AC2E11AA7B6CEE0,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:6OIM:A:CYS:12-:SG:D:MOV:C25,6OIM/MOV,APPROVED_EXPANSION_EXACT3_SAMPLE_LINEAGE,false,true,true,FROZEN_EXISTING_AUTHORITATIVE_GROUP,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,COVAPIE_EXPANSION_LEAKAGE_GROUP_1004A7009A23CEA8,true,test,true,test,1,FROZEN_FORMAL_SPLIT_PRESERVED,FROZEN_EXISTING_ASSIGNMENT,FORMAL_NONTRAIN_SPLIT_MEMBER,
COVAPIE_CYS_SG_EVENT_V1:6WTT:A:CYS:145-:SG:D:K36:C21,6WTT/K36,EXACT16_K36_DIRECT_ATTACHMENT_LINEAGE,true,true,true,NEW_EXPANSION_COMPONENT,COVAPIE_BULK_READ_ONLY_COMPONENT_V1:38289cfc9426aadd44b240713eb757765cfc77709548c278f9ee36109f943a1b,,COVAPIE_EXPANSION_LEAKAGE_GROUP_0AC2E11AA7B6CEE0,false,,true,test,1,FORMAL_SPLIT_CLOSED,PUBLISHED_GENERIC_ADDITIVE_COMPONENT_LEVEL_SPLIT_POLICY,FORMAL_NONTRAIN_SPLIT_MEMBER,
