sample_index_row_id,pdb_id,ligand_comp_id,observed_atom_name,observed_type_symbol,source_full_atom_row_index,retained_heavy_local_index_0based,parent_ccd_atom_id,parent_ccd_type_symbol,parent_ccd_formal_charge,parent_ccd_heavy_atom_row_index_0based,atom_name_exact_match,element_exact_match,reactive_ligand_atom,component_parent_graph_sha256,observed_graph_sha256,mapping_authority_source_path,mapping_authority_source_sha256,authority_class,verified
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,CAE,C,10,10,CAE,C,0,10,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,CAI,C,11,11,CAI,C,0,11,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,OAC,O,12,12,OAC,O,0,12,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,OAA,O,0,0,OAA,O,0,0,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAJ,C,1,1,CAJ,C,0,1,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAF,C,2,2,CAF,C,0,2,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAG,C,3,3,CAG,C,0,3,true,true,true,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAK,C,4,4,CAK,C,0,4,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,OAB,O,5,5,OAB,O,0,5,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAM,C,6,6,CAM,C,0,6,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAL,C,7,7,CAL,C,0,7,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAH,C,8,8,CAH,C,0,8,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAD,C,9,9,CAD,C,0,9,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAE,C,10,10,CAE,C,0,10,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CAI,C,11,11,CAI,C,0,11,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,OAC,O,12,12,OAC,O,0,12,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,OAA,O,0,0,OAA,O,0,0,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAJ,C,1,1,CAJ,C,0,1,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAF,C,2,2,CAF,C,0,2,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAG,C,3,3,CAG,C,0,3,true,true,true,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAK,C,4,4,CAK,C,0,4,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,OAB,O,5,5,OAB,O,0,5,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAM,C,6,6,CAM,C,0,6,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAL,C,7,7,CAL,C,0,7,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAH,C,8,8,CAH,C,0,8,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAD,C,9,9,CAD,C,0,9,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAE,C,10,10,CAE,C,0,10,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CAI,C,11,11,CAI,C,0,11,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,OAC,O,12,12,OAC,O,0,12,true,true,false,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,C1,C,0,0,C1,C,0,0,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,O1,O,1,1,O1,O,0,1,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,O2,O,2,2,O2,O,0,2,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,C2,C,3,3,C2,C,0,3,true,true,true,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,C3,C,4,4,C3,C,0,4,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,O3,O,5,5,O3,O,0,5,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,C4,C,6,6,C4,C,0,6,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,O4,O,7,7,O4,O,0,7,true,true,false,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,BASE_tracked_observed_atom_name_to_sha_attested_parent_ccd_exact_mapping,true
