contract_id,contract_area,contract_statement,expected_value,observed_value,contract_passed
SOURCE_013,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1/covapie_covalent_residue_locator_real_sample_binding_matrix.csv,61a1e77c81a8a0d335bbafd454d2926be442c2dd794bce8b75dc8a1451f78e98,61a1e77c81a8a0d335bbafd454d2926be442c2dd794bce8b75dc8a1451f78e98,true
SOURCE_014,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1/covapie_covalent_residue_locator_real_parser_provider_pipeline_integration_design_manifest.json,cc3f824bb196847fcb175589e4682e2d39037177eb3564629498ae004ae7816e,cc3f824bb196847fcb175589e4682e2d39037177eb3564629498ae004ae7816e,true
SOURCE_015,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv,066c0beeaa01d31a6d6ea3fae62f3df5177c2d904f6295646ee33a7fcd780ac7,066c0beeaa01d31a6d6ea3fae62f3df5177c2d904f6295646ee33a7fcd780ac7,true
SOURCE_016,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_execution_evidence_audit.csv,4048efdfe373fe955995ded43639fcbd7baf67560e867662dbd18fe22a4fb1ab,4048efdfe373fe955995ded43639fcbd7baf67560e867662dbd18fe22a4fb1ab,true
SOURCE_017,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_execution_manifest.json,9061e36c333cf498dd5844407f5df11d64c3e271ae47e407938d34ac851d3aab,9061e36c333cf498dd5844407f5df11d64c3e271ae47e407938d34ac851d3aab,true
SOURCE_018,source_boundary,ordered committed regular non-symlink source src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,true
SOURCE_019,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_overlay.csv,cc4c5965083340a040e4e1fc531da03bd74471e20fdc521ce92464d1d359627a,cc4c5965083340a040e4e1fc531da03bd74471e20fdc521ce92464d1d359627a,true
SOURCE_020,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_evidence_audit.csv,c5efc4610762004829897064965bb4e06a1390d52c9f97254e66fbb1c7c899ec,c5efc4610762004829897064965bb4e06a1390d52c9f97254e66fbb1c7c899ec,true
SOURCE_021,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,168ebf5213861fdcc85355b17414a1a005753e41b39fd126a35c381f931639f9,168ebf5213861fdcc85355b17414a1a005753e41b39fd126a35c381f931639f9,true
SOURCE_022,source_boundary,ordered committed regular non-symlink source data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_sidecar_integration_manifest.json,37ce73b5c3608fad8eaac6d0f230cdd760b49347dce590998a7d1d7c7f7153db,37ce73b5c3608fad8eaac6d0f230cdd760b49347dce590998a7d1d7c7f7153db,true
SOURCE_COUNT,source_boundary,exact committed source count,22,22,true
PREDECESSOR_001,predecessor_schema,P3 effective schema field count,22,22,true
PREDECESSOR_002,predecessor_rules,P3 effective admission rule count,15,15,true
PREDECESSOR_003,predecessor_issues,P6-D active issue count,11,11,true
RESIDUE_001,residue_name,component grammar and uppercase canonicalization,CYS,CYS,true
LOCATOR_001,namespace_pair,exact auth or label and same-namespace complete pair,frozen,frozen,true
ATOM_001,atom_name,exact SG with no normalization or aliases,SG,SG,true
RULE_001,rule_separation,ADMIT_004 identity and ADMIT_005 CYS/SG scope remain separate,true,true,true
OUTCOME_001,outcome_priority,invalid > rejected > blocked > passed,invalid,invalid,true
TRUTH_001,truth_table,fixed synthetic truth-table case count,16,16,true
EXACT11_001,exact11,canonical-order keyed evidence audit count,11,11,true
EXACT11_002,exact11,auth/label conflict and no-conflict split,3/8,3/8,true
EXACT11_003,exact11,blocked by unknown insertion provenance,11,11,true
BOUNDARY_001,execution_boundary,candidate records materialized,false,false,true
BOUNDARY_002,execution_boundary,ADMIT_004 evaluator implemented,false,false,true
BOUNDARY_003,execution_boundary,raw parser or provider used,false,false,true
BOUNDARY_004,execution_boundary,model or training used,false,false,true
