occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,authoritative_for_admit009_formal_semantics,occurrence_passed
20,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,committed_contract_csv,line_10,duplicate_identity_precheck,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
21,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,committed_contract_csv,line_10,duplicate_precheck_complete,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
22,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,committed_contract_csv,line_10,duplicate_identity_unresolved,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
23,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
24,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,committed_contract_csv,line_10,covalent_bond_atom_pair,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
25,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,committed_contract_csv,line_12,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
26,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,committed_contract_csv,line_14,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
27,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
28,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_10,covalent_bond_atom_pair,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
29,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_12,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
30,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_12,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
31,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_12,duplicate_identity_key_contract,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
32,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_12,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED,open semantics blocker,ADMIT_009,duplicate identity key semantics remain unresolved,false,true
33,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_contract_csv,line_14,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
34,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
35,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
36,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,duplicate_identity_precheck,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
37,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
38,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,batch_duplicate_identity_keys,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
39,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,duplicate_identity_key_contract,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
40,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_10,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED,open semantics blocker,ADMIT_009,duplicate identity key semantics remain unresolved,false,true
41,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_contract_csv,line_11,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
42,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
43,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_3,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
44,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_3,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
45,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_3,batch_duplicate_identity_keys,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
46,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_4,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
47,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_10,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
48,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_10,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
49,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_10,duplicate_identity_key_contract,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,true,true
50,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_contract_csv,line_10,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED,open semantics blocker,ADMIT_009,duplicate identity key semantics remain unresolved,false,true
51,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
52,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_3,covalent_bond_atom_pair,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
53,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_9,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
54,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_9,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
55,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_9,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED,open semantics blocker,ADMIT_009,duplicate identity key semantics remain unresolved,false,true
56,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_contract_csv,line_10,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
57,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate_v1/covapie_candidate_record_id_semantics_contract.csv,92f624705a611c0dac011229d13d6a3ba87fc1ab7a3e0bc9c090952a0838b318,committed_contract_csv,line_16,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
58,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_2,candidate_record_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
59,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_10,covalent_bond_atom_pair,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
60,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_12,ADMIT_009,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
61,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_12,duplicate_identity_key,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
62,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_12,duplicate_identity_key_contract,ADMIT_009 high-level identity or dependency,ADMIT_009,the named interface element is evidence; its occurrence does not freeze duplicate-key semantics,false,true
63,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_12,DUPLICATE_IDENTITY_KEY_SEMANTICS_UNRESOLVED,open semantics blocker,ADMIT_009,duplicate identity key semantics remain unresolved,false,true
64,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,committed_contract_csv,line_14,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
65,data/derived/covalent_small/covapie_independent_group_expansion_batch_independence_evidence_materialization_smoke_v0/covapie_ligand_graph_scaffold_evidence.csv,982a9f89a89d3a4ad6a3e468cfd16d2fdfd5435cbf6d593e086fbd7fadd3ec73,committed_contract_csv,line_1,ligand_graph_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
66,data/derived/covalent_small/covapie_independent_group_expansion_batch_independence_evidence_materialization_smoke_v0/covapie_ligand_graph_scaffold_evidence.csv,982a9f89a89d3a4ad6a3e468cfd16d2fdfd5435cbf6d593e086fbd7fadd3ec73,committed_contract_csv,line_1,ligand_scaffold_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
67,data/derived/covalent_small/covapie_independent_group_expansion_batch_independence_evidence_materialization_smoke_v0/covapie_ligand_graph_scaffold_evidence.csv,982a9f89a89d3a4ad6a3e468cfd16d2fdfd5435cbf6d593e086fbd7fadd3ec73,committed_contract_csv,line_1,sample_index_row_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
68,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
69,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
