row_type,candidate_id,source_sample_id,file_role,file_path,file_exists,file_size_bytes,sha256,file_extension,copied_to_snapshot,embedded_in_snapshot_manifest,archive_member,training_tensor,notes
candidate_file,KRAS_G12C_6OIM_pre_reaction,KRAS_G12C_6OIM,packaged_protein,data/derived/covalent_small/packaging_real_review_only/proteins/KRAS_G12C_6OIM.pdb,true,173016,42deda943440cc8dd3020a2c65ddc260970936d675b47c8b43564195b77d5006,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_6OIM_pre_reaction,KRAS_G12C_6OIM,packaged_ligand_sdf,data/derived/covalent_small/packaging_real_review_only/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,true,3541,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,.sdf,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_6OIM_pre_reaction,KRAS_G12C_6OIM,packaged_metadata_json,data/derived/covalent_small/packaging_real_review_only/metadata/KRAS_G12C_6OIM_pre_reaction.json,true,2273,c6fcbafe9c744629af10366066858b628031a1e0f7bd0bab57dfa6d9f239a49a,.json,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_6OIM_pre_reaction,KRAS_G12C_6OIM,source_protein,data/raw/covalent_small/proteins/KRAS_G12C_6OIM.pdb,true,173016,42deda943440cc8dd3020a2c65ddc260970936d675b47c8b43564195b77d5006,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_6OIM_pre_reaction,KRAS_G12C_6OIM,source_ligand_sdf,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,true,3541,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,.sdf,false,false,false,false,reference_only_no_file_copy
global_artifact,,,snapshot_review_gate_plan_csv,data/derived/covalent_small/loader_dry_run_review_only/dataset_snapshot_review_gate_plan.csv,true,5617,0c4dd8356ee320e655bf7f7d6d3d8e7cc8ea827eb13fa955ac89af346cb1d8b8,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,snapshot_review_gate_report_csv,data/derived/covalent_small/loader_dry_run_review_only/dataset_snapshot_review_gate_report.csv,true,2195,cb0499e6471216fda9f319124ffc45b80c59d40511488a8803424b0855589bc3,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,loader_dry_run_qa_report_csv,data/derived/covalent_small/loader_dry_run_review_only/read_only_dataset_loader_dry_run_qa_report.csv,true,2150,b4066591e88709623a91548887f1d43fac26bd85a769611692eebe3bf1b9b718,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,loader_dry_run_report_csv,data/derived/covalent_small/loader_dry_run_review_only/read_only_dataset_loader_dry_run_report.csv,true,2319,48dffeeed592b155cbaa006cbd79827b973af13e1ffc654835d2e9391817c33a,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,actual_dataset_index_qa_report_csv,data/derived/covalent_small/pre_reaction_graph/actual_dataset_index_qa_report.csv,true,2115,0db38ca2e800aee48ecac147bde13417b85d2a7b352401d6f736f154e935279a,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,index_csv,data/derived/covalent_small/dataset_index_review_only/covalent_small_pre_reaction_review_only_index.csv,true,4439,68a66613c1eada27d51ca4eb62bc2bd2aa797ebc53cadb8a25919267f0f01010,.csv,false,false,false,false,reference_only_no_file_copy
global_artifact,,,dataset_manifest_json,data/derived/covalent_small/dataset_index_review_only/covalent_small_pre_reaction_review_only_manifest.json,true,3850,b8ac33eaf8245fe014123d8547daef8a0b92e576706e96933399bd73ac90a76f,.json,false,false,false,false,reference_only_no_file_copy
global_artifact,,,raw_manifest_csv,data/raw/covalent_small/manifests/manifest_real_small.csv,true,1892,b3832a12e66ad3e5b13e5fc74ff750a031cbcc6087ad44b3a955fea2d75acdb4,.csv,false,false,false,false,reference_only_no_file_copy
