canonical_event_id,pdb_id,ligand_component_id,source_datasets_json,population_status,post_only_partition,structural_model_eligible,feature_compatible,explicit_cys_sg_event,usable_post_complex_structural_evidence,target_residue_identity,target_cys_chain_residue,protein_reactive_atom,ligand_instance,ligand_reactive_atom,ligand_reactive_element,selected_connection_id,selected_protein_endpoint_coordinates_json,selected_ligand_endpoint_coordinates_json,post_distance_angstrom,reported_distance_angstrom,selected_protein_altloc,selected_ligand_altloc,ligand_heavy_atom_count,pocket_heavy_atom_count,full_ligand_coordinates_recoverable,exact_ccd_observed_heavy_atom_identity_coverage,exact_ccd_observed_heavy_atom_element_agreement,reactive_ligand_atom_exact_coverage,canonical_pocket_coordinates_recoverable,ligand_atom_inventory_sha256,pocket_atom_inventory_sha256,observed_heavy_atom_map_sha256,ccd_heavy_atom_map_sha256,ccd_component_graph_sha256,reactive_center_radius1_fingerprint,reactive_center_radius2_fingerprint,reactive_center_local_topology,source_annotations_json,annotation_conflicts_json,leakage_classification,predicted_group_id,predicted_split,leakage_linking_axes_json,pre_status,pre_status_diagnostic_only_for_post_only_triage,training_domain_relevance_status,training_domain_relevance_human_review_required,post_geometry_auxiliary_labels_status,production_chemistry_authority_status,production_approval_created,terminal_outcome,terminal_reasons_json
COVAPIE_CYS_SG_EVENT_V1:10HM:F:CYS:215-:SG:HA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:G:CYS:215-:SG:LA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:H:CYS:215-:SG:OA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:I:CYS:215-:SG:RA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:J:CYS:215-:SG:TA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:K:CYS:215-:SG:VA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:L:CYS:215-:SG:XA:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:M:CYS:215-:SG:AB:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:N:CYS:215-:SG:DB:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:O:CYS:215-:SG:GB:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10HM:P:CYS:215-:SG:HB:A1C5R:C7,10HM,A1C5R,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10JT:A:CYS:12-:SG:D:A1C5K:C39,10JT,A1C5K,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10JT:B:CYS:12-:SG:H:A1C5K:C39,10JT,A1C5K,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10NU:A:CYS:12-:SG:E:A1C6Y:C30,10NU,A1C6Y,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10NU:B:CYS:12-:SG:J:A1C6Y:C30,10NU,A1C6Y,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10NV:A:CYS:12-:SG:D:A1C60:C1,10NV,A1C60,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10NV:B:CYS:12-:SG:H:A1C60:C1,10NV,A1C60,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10OQ:A:CYS:491-:SG:C:A1C66:C1,10OQ,A1C66,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
COVAPIE_CYS_SG_EVENT_V1:10OQ:B:CYS:491-:SG:G:A1C66:C1,10OQ,A1C66,"[""SOURCE_RCSB_PDB_DIRECT""]",NEW_UNIQUE_CANDIDATE_EVENT,OUTSIDE_STRUCTURAL_ELIGIBILITY,false,false,false,false,,,,,,,,[],[],,,,,,,false,false,false,false,false,,,,,,,,,[],[],LEAKAGE_EVIDENCE_INCOMPLETE,,UNASSIGNED_READ_ONLY,[],PRE_REACTION_UNRESOLVED,false,NOT_EVALUATED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,false,NOT_AUDITED_OUTSIDE_POST_ONLY_REVIEW_CANDIDATE,NOT_EVALUATED_OR_CREATED_BY_POST_ONLY_LANE,false,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""BOUNDED_EVENT_PROCESSING_CAP_NOT_SELECTED""]"
