review_unit_id,event_count,human_workflow_status,human_training_domain_relevance_decision,selected_auto_negative_rule_id,selected_rule_matched_event_count,selected_rule_all_events_match,total_gate_invalid_evaluation_count,per_rule_evidence_json,final_task_domain_route,final_route_reason,effective_new_auto_negative,downstream_chemistry_review_required,human_overlay_mutated
COVAPIE_BULK_REVIEW_UNIT_59100AAB78E957D9,2,COMPLETED,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_RELEVANT_FINAL,CURRENT_HUMAN_RELEVANT_DECISION_HAS_FIRST_PRECEDENCE,false,false,false
COVAPIE_BULK_REVIEW_UNIT_5FFACB7F4984AD92,1,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,false,false,false
COVAPIE_BULK_REVIEW_UNIT_6F93A0730570186F,1,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_7D83F048AF8A2295,4,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_7ECA4E38FFF9D55A,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_7FB64BA2D198B24F,3,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,3,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,4,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_971451AE7B5617B9,1,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_A3782D89BDEF47C1,1,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,1,true,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":1,""not_matched_event_count"":0,""invalid_event_count"":0,""all_events_match"":true}]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,true,false,false
COVAPIE_BULK_REVIEW_UNIT_AAB4DCC7D3073222,2,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,false,false,false
COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_B4F514DC9BD2350E,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,4,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_C7881E5B728B2D19,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_CB81A8FAB5EEF2F7,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_CF6D3ADC970757BA,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_D01A4DF5C78EE065,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_D88548D5B5FCAA3C,7,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":7,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":7,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,false,false,false
COVAPIE_BULK_REVIEW_UNIT_E589158559EC7B15,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,31,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,31,true,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":31,""not_matched_event_count"":0,""invalid_event_count"":0,""all_events_match"":true},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":31,""invalid_event_count"":0,""all_events_match"":false}]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,true,false,false
COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,4,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":4,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_EE27EA1094097660,2,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":2,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_F405B411FF44DFF3,3,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":3,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_FC5A3060FADCBA74,5,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":5,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":5,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_BULK_REVIEW_UNIT_FDB85D5F243B76AA,1,UNREVIEWED,,,0,false,0,"[{""rule_id"":""NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false},{""rule_id"":""NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT"",""matched_event_count"":0,""not_matched_event_count"":1,""invalid_event_count"":0,""all_events_match"":false}]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
