occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,contains_concrete_value,concrete_value,authoritative_for_runtime_semantics,occurrence_passed
18,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006.py,fe00e617cfc99bf40eb44b13b66e4c14f08f2c764dd32820f03fd162f9049896,source_code,line:1417,distance_only_inference,evidence_enum_member,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,true,distance_only_inference,true,true
19,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006.py,fe00e617cfc99bf40eb44b13b66e4c14f08f2c764dd32820f03fd162f9049896,source_code,line:1643,covalent_event_evidence_source,candidate_scalar,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
20,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006.py,fe00e617cfc99bf40eb44b13b66e4c14f08f2c764dd32820f03fd162f9049896,source_code,line:1685,classify_admit_006_admit_007_evidence_design,independent_oracle,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
21,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006.py,fe00e617cfc99bf40eb44b13b66e4c14f08f2c764dd32820f03fd162f9049896,source_code,line:1924,classify_admit_006_admit_007_evidence_design,independent_oracle,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
22,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006.py,fe00e617cfc99bf40eb44b13b66e4c14f08f2c764dd32820f03fd162f9049896,source_code,line:1935,ADMIT_007,rule_identity,ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
23,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_manifest.json,359c666541602458b3ea6a023be95ea06205f8580ff71d371c25306715f558d6,manifest,line:95,ADMIT_007,rule_identity,ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
24,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_manifest.json,359c666541602458b3ea6a023be95ea06205f8580ff71d371c25306715f558d6,manifest,line:234,covalent_event_evidence_source,candidate_scalar,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
25,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_manifest.json,359c666541602458b3ea6a023be95ea06205f8580ff71d371c25306715f558d6,manifest,line:255,covalent_event_evidence_source,candidate_scalar,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
26,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_manifest.json,359c666541602458b3ea6a023be95ea06205f8580ff71d371c25306715f558d6,manifest,line:447,covalent_event_evidence_source,candidate_scalar,shared,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
27,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,authoritative_issue_inventory,issue_id=COVALENT_EVIDENCE_ENUM_UNRESOLVED,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
28,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,authoritative_issue_inventory,issue_id=COVALENT_EVIDENCE_ENUM_UNRESOLVED,covalent_event_evidence_source,candidate_scalar,ADMIT_006|ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
29,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,authoritative_issue_inventory,issue_id=UNIFIED_ADMISSION_RULE_COVERAGE_INCOMPLETE,ADMIT_007,rule_identity,ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
30,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,authoritative_issue_inventory,issue_id=UNIFIED_ADMISSION_CROSS_RULE_AGGREGATION_SEMANTICS_UNRESOLVED,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,current Exact6 runtime boundary keeps ADMIT_007 known but unregistered,false,,true,true
31,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:28,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
32,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:31,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
33,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:88,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
34,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:89,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
35,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:90,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
36,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:106,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
37,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:107,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
38,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:108,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
39,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:110,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
40,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:111,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
41,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:127,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
42,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:149,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
43,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:150,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
44,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:151,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
45,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:152,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
46,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:156,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
47,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:157,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
48,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:243,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
49,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:258,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
50,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:267,classify_admit_006_admit_007_evidence_design,independent_oracle,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
51,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:272,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
52,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:273,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
53,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:280,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
54,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:285,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,reason_contract,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,true,true
55,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:434,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
56,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:436,ADMIT_007,rule_identity,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
57,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:437,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
58,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:438,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
59,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:446,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
60,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:449,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
61,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:450,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
62,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:454,distance_only_inference_forbidden,rule_identity,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
63,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:454,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
64,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:455,distance_only_inference_not_admissible,reason_contract,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference_not_admissible,true,true
65,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:455,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
66,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:456,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
67,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:458,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
68,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:494,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
69,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:519,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
70,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:520,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
71,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:549,classify_admit_006_admit_007_evidence_design,independent_oracle,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
72,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:571,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
73,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:572,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
74,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:579,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
75,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:589,ADMIT_007,rule_identity,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
76,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:589,distance_only_inference_forbidden,rule_identity,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
77,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:589,distance_only_inference,evidence_enum_member,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
78,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:592,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,reason_contract,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,true,true
79,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:603,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
80,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:668,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
81,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:669,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
82,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:749,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
83,src/covalent_ext/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate.py,92267891cb8a51d2a919d6a6eaca6e6320de288f41ac75692a1c1e6fde2ceb76,source_code,line:762,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
