source_category,source_root_kind,relative_path,expected_sha256,actual_sha256,byte_count,consumed_for,sha256_verified
CUMULATIVE_REGISTRY_PROVENANCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/5f2e_5ut_approved_v1/samples/7aeb236b1946e96f.materialized.json,c7120c9c12e2b2d8fc1ec0bd214ac6096cf1b377d93bafb237a275842349e03b,c7120c9c12e2b2d8fc1ec0bd214ac6096cf1b377d93bafb237a275842349e03b,787,validated frozen cumulative group provenance,True
FROZEN_CUMULATIVE_LEAKAGE_REGISTRY,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6di9_gjj_approved_v1/cumulative_leakage_registry_v1.json,24a58a6f9cc551c9b38527c1bfbf64aa2661bf1173b8eabcb44428513bfe15c8,24a58a6f9cc551c9b38527c1bfbf64aa2661bf1173b8eabcb44428513bfe15c8,2704,two frozen cumulative expansion groups,True
CUMULATIVE_REGISTRY_PROVENANCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6di9_gjj_approved_v1/pipeline_run_v1.json,bd68d9f20fdb99882520c5cdb82e452a52633b09869fac0e727ebba733638dd8,bd68d9f20fdb99882520c5cdb82e452a52633b09869fac0e727ebba733638dd8,47337,validated frozen cumulative group provenance,True
FROZEN_REUSABLE_AUTHORITY_REGISTRY,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6di9_gjj_approved_v1/reusable_authority_registry_v1.json,c6f150bd82b1ea45121aa96e1fefb6af3be64584117cc462f74b2e10fd1913e9,c6f150bd82b1ea45121aa96e1fefb6af3be64584117cc462f74b2e10fd1913e9,67564,cumulative reference evidence owners,True
CUMULATIVE_REGISTRY_PROVENANCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6di9_gjj_approved_v1/samples/8483b1e83aa8e1b6.materialized.json,254b76c7c9da09d559adbb59489b39ed39d95934d34362dfe53cecbee28ed6bd,254b76c7c9da09d559adbb59489b39ed39d95934d34362dfe53cecbee28ed6bd,788,validated frozen cumulative group provenance,True
CUMULATIVE_REGISTRY_PROVENANCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6oim_mov_approved_v1/pipeline_run_v1.json,f29293befa064970baaaa9e5c456f8b0de3d37b83c8700ebf5adc0ed37640355,f29293befa064970baaaa9e5c456f8b0de3d37b83c8700ebf5adc0ed37640355,49123,validated frozen cumulative group provenance,True
CUMULATIVE_REGISTRY_PROVENANCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_cys_sg_dataset_expansion_pipeline_v1/6oim_mov_approved_v1/samples/a23745e87b364fe7.materialized.json,edeb70f3a38a72f785def1e0eb42046793aa884d370fd7096b12eca877fb6b40,edeb70f3a38a72f785def1e0eb42046793aa884d370fd7096b12eca877fb6b40,787,validated frozen cumulative group provenance,True
FROZEN_HISTORICAL_REFERENCE_EVIDENCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_independent_group_expansion_batch_independence_evidence_materialization_smoke_v0/covapie_ligand_graph_scaffold_evidence.csv,982a9f89a89d3a4ad6a3e468cfd16d2fdfd5435cbf6d593e086fbd7fadd3ec73,982a9f89a89d3a4ad6a3e468cfd16d2fdfd5435cbf6d593e086fbd7fadd3ec73,11271,historical ligand graph and scaffold references,True
FROZEN_HISTORICAL_REFERENCE_EVIDENCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_independent_group_expansion_batch_independence_evidence_materialization_smoke_v0/covapie_protein_sequence_accession_evidence.csv,51f208c2582bc41c265fa35fa18e71e0e0d0634babe63b9735f084aa486a0d30,51f208c2582bc41c265fa35fa18e71e0e0d0634babe63b9735f084aa486a0d30,22689,historical protein accession and sequence references,True
FROZEN_HISTORICAL_REFERENCE_EVIDENCE,REPOSITORY_ROOT,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,6316,historical sample-to-group membership,True
FROZEN_HISTORICAL_IDENTITY_POPULATION,REPOSITORY_ROOT,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/unified_sample_index.csv,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,14340,historical exact16 identity reconstruction,True
FROZEN_LEAKAGE_SPLIT_POPULATION,REPOSITORY_ROOT,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,1823,five frozen historical groups,True
PUBLISHED_SOURCE_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_batch001_positive_structural_input_v1.py,c4cada3c5d3e8e86176b097cc5546854122162055437e4667288ba2f82629067,c4cada3c5d3e8e86176b097cc5546854122162055437e4667288ba2f82629067,50239,batch001 structural source owner,True
PUBLISHED_SOURCE_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_batch001_to_existing_mixed_profile_supervision_bridge_v1.py,168c819e0422b110880676c1a99b82a8531e94f9849a3dcfb7d4c45dbdd73400,168c819e0422b110880676c1a99b82a8531e94f9849a3dcfb7d4c45dbdd73400,55641,batch001 bridge source owner,True
PUBLISHED_EXECUTOR_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_bulk_500_event_executor_v1.py,8de3f553be8e1ce78077c5920548eff5f7bb73c81632178765489b511ca55d04,8de3f553be8e1ce78077c5920548eff5f7bb73c81632178765489b511ca55d04,62961,exact 250 historical plus 27 control plus 250 incremental context,True
PUBLISHED_LEAKAGE_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_bulk_cys_sg_dataset_expansion_v1.py,ef17777a634284a94662ac3277c02a7fb4efa20375d84fcf88ac074c61e69ce0,ef17777a634284a94662ac3277c02a7fb4efa20375d84fcf88ac074c61e69ce0,172604,read-only predictor and current linking axes,True
PUBLISHED_SPLIT_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_cys_sg_dataset_expansion_pipeline_v1.py,ece0221669400b75c152edd11c18b36d87056d989344e9bc1ae674612f8d4dd6,ece0221669400b75c152edd11c18b36d87056d989344e9bc1ae674612f8d4dd6,208542,frozen-group loaders and formal joint split successor,True
PUBLISHED_SPLIT_POLICY_OWNER,REPOSITORY_ROOT,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,85915,"split ranks, target fractions, and policy",True
