source_order,source_relative_path,source_kind,base_tree_mode,expected_sha256,base_tree_sha256,filesystem_sha256,frozen_snapshot_sha256,git_tracked,base_tree_blob,filesystem_regular,non_symlink,parent_chain_non_symlink,safe_descendant,pinned_fd_read,triple_sha256_passed,source_boundary_passed
20,src/covalent_ext/covapie_bulk_download_admission_admit_011_rule_logic_interface.py,python_source,100644,73adad5c617ecae0dc5772d04ae5d777970a3d2a8c8963c3d2c4c4b19cbf85fc,73adad5c617ecae0dc5772d04ae5d777970a3d2a8c8963c3d2c4c4b19cbf85fc,73adad5c617ecae0dc5772d04ae5d777970a3d2a8c8963c3d2c4c4b19cbf85fc,73adad5c617ecae0dc5772d04ae5d777970a3d2a8c8963c3d2c4c4b19cbf85fc,true,true,true,true,true,true,true,true,true
21,scripts/check_covapie_bulk_download_admission_admit_011_rule_logic_interface_v1.py,python_source,100644,72f33b9371c4eda533374e0535ba0da22467459da6a6488147e58ad680b7c7f1,72f33b9371c4eda533374e0535ba0da22467459da6a6488147e58ad680b7c7f1,72f33b9371c4eda533374e0535ba0da22467459da6a6488147e58ad680b7c7f1,72f33b9371c4eda533374e0535ba0da22467459da6a6488147e58ad680b7c7f1,true,true,true,true,true,true,true,true,true
22,tests/test_covapie_bulk_download_admission_admit_011_rule_logic_interface_v1.py,python_source,100644,10c8a798e99a9e8d8b4adab86f06ba259c1d721fac47dabbf4941850ff70581c,10c8a798e99a9e8d8b4adab86f06ba259c1d721fac47dabbf4941850ff70581c,10c8a798e99a9e8d8b4adab86f06ba259c1d721fac47dabbf4941850ff70581c,10c8a798e99a9e8d8b4adab86f06ba259c1d721fac47dabbf4941850ff70581c,true,true,true,true,true,true,true,true,true
23,docs/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1_summary.md,tracked_text,100644,abc525efa000206f1c3c80e56f73055c85895b0011dbf13f5a684be13a65243d,abc525efa000206f1c3c80e56f73055c85895b0011dbf13f5a684be13a65243d,abc525efa000206f1c3c80e56f73055c85895b0011dbf13f5a684be13a65243d,abc525efa000206f1c3c80e56f73055c85895b0011dbf13f5a684be13a65243d,true,true,true,true,true,true,true,true,true
24,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1/covapie_admit_011_rule_logic_interface_contract.csv,committed_csv,100644,7624bfda25b7aca2a3db11fab18a883c52dee0e598a295ada0b0676a1847aea2,7624bfda25b7aca2a3db11fab18a883c52dee0e598a295ada0b0676a1847aea2,7624bfda25b7aca2a3db11fab18a883c52dee0e598a295ada0b0676a1847aea2,7624bfda25b7aca2a3db11fab18a883c52dee0e598a295ada0b0676a1847aea2,true,true,true,true,true,true,true,true,true
25,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1/covapie_admit_011_rule_logic_interface_manifest.json,committed_manifest,100644,a3c053d7b4af149b67b818721f11bb6920b5de00d5d15fb5ec176e10e5a70c3c,a3c053d7b4af149b67b818721f11bb6920b5de00d5d15fb5ec176e10e5a70c3c,a3c053d7b4af149b67b818721f11bb6920b5de00d5d15fb5ec176e10e5a70c3c,a3c053d7b4af149b67b818721f11bb6920b5de00d5d15fb5ec176e10e5a70c3c,true,true,true,true,true,true,true,true,true
26,src/covalent_ext/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate.py,python_source,100644,93e6e726092f8c3e66b19c7ab4c6d363d47962c07eeb694c7237b2b0d5a31346,93e6e726092f8c3e66b19c7ab4c6d363d47962c07eeb694c7237b2b0d5a31346,93e6e726092f8c3e66b19c7ab4c6d363d47962c07eeb694c7237b2b0d5a31346,93e6e726092f8c3e66b19c7ab4c6d363d47962c07eeb694c7237b2b0d5a31346,true,true,true,true,true,true,true,true,true
27,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_contract.csv,committed_csv,100644,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,true,true,true,true,true,true,true,true,true
28,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_contract_manifest.json,committed_manifest,100644,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,true,true,true,true,true,true,true,true,true
29,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011.py,python_source,100644,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,true,true,true,true,true,true,true,true,true
30,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1/covapie_admit_001_to_011_runtime_contract.csv,committed_csv,100644,9616573151091786f07b3c4d1b6c8343a1ceb796f439e495023abd2f3ad37626,9616573151091786f07b3c4d1b6c8343a1ceb796f439e495023abd2f3ad37626,9616573151091786f07b3c4d1b6c8343a1ceb796f439e495023abd2f3ad37626,9616573151091786f07b3c4d1b6c8343a1ceb796f439e495023abd2f3ad37626,true,true,true,true,true,true,true,true,true
