ligand_atom_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_atom_idx,atom_map_or_original_atom_id,atom_symbol,formal_charge,aromatic,hybridization,degree,explicit_valence,implicit_valence,is_covalent_ligand_endpoint_atom,warhead_group_status,linker_group_status,scaffold_group_status,export_source_stage,training_use_status
HR_0002_ATOM_0027,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,27,27,C,0,False,UNSPECIFIED,4,4,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0002_ATOM_0028,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,28,28,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0002_ATOM_0029,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,29,29,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0002_ATOM_0030,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,30,30,N,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0002_ATOM_0031,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,31,31,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0002_ATOM_0032,HR_0002,6DI9,BTK_C481_6DI9_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,32,32,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0000,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,0,0,C,0,False,UNSPECIFIED,4,4,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0001,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,1,1,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0002,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,2,2,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0003,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,3,3,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0004,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,4,4,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0005,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,5,5,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0006,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,6,6,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0007,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,7,7,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0008,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,8,8,C,0,False,UNSPECIFIED,2,3,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0009,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,9,9,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0010,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,10,10,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0011,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,11,11,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0012,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,12,12,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0013,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,13,13,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0014,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,14,14,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0015,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,15,15,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0016,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,16,16,Cl,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0017,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,17,17,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0018,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,18,18,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0019,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,19,19,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0020,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,20,20,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0021,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,21,21,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0022,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,22,22,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0023,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,23,23,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0024,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,24,24,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0025,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,25,25,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0026,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,26,26,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0027,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,27,27,C,0,False,UNSPECIFIED,3,4,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0028,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,28,28,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0003_ATOM_0029,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,29,29,C,0,False,UNSPECIFIED,1,2,0,True,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0000,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,0,0,C,0,False,UNSPECIFIED,1,1,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0001,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,1,1,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0002,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,2,2,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0003,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,3,3,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0004,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,4,4,C,0,False,UNSPECIFIED,3,4,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0005,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,5,5,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
